Year,Month,Day,CAN,YAK,TAY,LAN,TOR,NOR,ALT,LOT,PAK
1903,7,16,13.7,9.6,13.900001,10.5,6.0,11.2,9.900001,10.0,11.6
1903,8,16,11.2,5.4,9.0,9.900001,6.7000003,9.6,7.6,10.3,12.0
1903,9,16,3.1000001,-3.0,2.9,4.9,2.0,7.2000003,3.2,8.1,9.3
1903,10,16,-10.5,-19.300001,-11.1,-7.0,-8.2,-0.7,-7.2000003,4.9,3.4
1903,11,16,-22.7,-33.2,-26.9,-9.1,-8.900001,-4.5,-15.5,-0.5,-4.1
1903,12,16,-20.6,-52.5,-36.2,-10.5,-8.8,-5.7000003,-20.5,-4.7000003,-9.5
1904,1,16,-30.5,-47.7,-35.5,-9.5,-8.1,-5.8,-20.7,-5.2000003,-14.5
1904,2,15,-34.3,-46.0,-36.9,-20.0,-18.4,-11.400001,-16.0,-4.0,-9.5
1904,3,16,-27.6,-31.6,-22.6,-10.900001,-12.1,-6.6,-16.7,-2.4,-3.8
1904,4,16,-11.7,-17.800001,-12.8,-2.4,-5.3,0.2,-7.3,2.6000001,1.3000001
1904,5,16,-1.2,-7.9,-2.4,1.6,-2.6000001,3.8,5.0,6.1,5.3
1904,6,16,10.0,2.5,8.0,8.6,3.8,9.0,10.2,9.5,10.400001
1904,7,16,13.5,6.2000003,13.900001,11.1,6.5,11.6,10.6,13.400001,12.6
1904,8,16,9.3,4.8,12.5,9.3,6.0,10.0,9.5,11.400001,12.5
1904,9,16,0.90000004,-4.0,1.1,5.7000003,2.9,6.6,2.9,6.1,7.9
1904,10,16,-7.2000003,-20.6,-9.400001,-0.4,-1.8000001,1.8000001,-4.7000003,3.8,1.4
1904,11,16,-20.7,-33.600002,-25.0,-13.0,-12.5,-6.3,-10.5,-1.8000001,-3.0
1904,12,16,-20.9,-45.600002,-33.2,-19.6,-17.2,-8.7,-15.7,-2.9,-8.0
1905,1,16,-28.1,-46.2,-34.7,-16.0,-14.400001,-10.2,-18.4,-7.0,-13.1
1905,2,15,-25.1,-47.0,-31.0,-13.900001,-12.8,-6.4,-21.9,-4.8,-14.900001
1905,3,16,-22.2,-34.600002,-24.5,-9.7,-11.1,-3.7,-19.4,-1.4,-9.0
1905,4,16,-11.900001,-19.5,-13.6,-5.7000003,-8.400001,-2.4,-9.1,0.5,-0.5
1905,5,16,0.7,-6.3,-2.3,3.2,-1.0,5.2000003,2.1000001,3.9,5.9
1905,6,16,11.2,3.7,4.1,10.6,5.7000003,12.1,7.1,9.400001,9.900001
1905,7,16,13.0,5.7000003,14.7,12.900001,8.400001,12.3,12.2,13.3,13.0
1905,8,16,10.5,4.1,9.7,9.900001,6.6,9.900001,9.6,10.3,12.5
1905,9,16,1.8000001,-2.7,3.0,4.5,1.7,6.1,3.4,8.2,8.7
1905,10,16,-9.1,-20.300001,-11.8,-5.9,-7.2000003,-2.2,-4.5,0.3,4.2000003
1905,11,16,-17.1,-39.2,-27.4,-9.6,-9.5,-4.0,-12.7,-1.4,-2.1000001
1905,12,16,-26.1,-47.9,-32.2,-10.8,-8.900001,-4.0,-17.9,-3.5,-9.3
1906,1,16,-35.9,-50.4,-37.4,-11.3,-10.0,-7.6,-24.300001,-4.4,-13.5
1906,2,15,-27.6,-46.3,-33.600002,-13.3,-12.3,-6.7000003,-24.800001,-5.8,-11.8
1906,3,16,-21.2,-32.600002,-22.9,-14.2,-15.6,-5.9,-10.2,-3.4,-5.0
1906,4,16,-13.900001,-14.6,-11.8,-2.6000001,-5.5,0.8,-2.3,0.6,0.4
1906,5,16,0.1,-4.2000003,-2.7,2.5,-1.6,5.8,1.0,5.0,6.2000003
1906,6,16,11.3,7.7000003,8.6,9.5,4.6,10.5,9.400001,8.1,10.400001
1906,7,16,14.1,8.6,13.1,13.3,8.900001,12.3,8.6,11.1,13.400001
1906,8,16,9.7,5.9,14.0,8.2,4.8,10.3,11.3,11.3,13.2
1906,9,16,3.6000001,-1.2,3.3,4.6,1.7,6.6,3.8,7.0,8.7
1906,10,16,-5.7000003,-15.400001,-10.1,-1.4,-2.9,2.1000001,-5.2000003,5.7000003,3.7
1906,11,16,-21.1,-38.600002,-29.4,-8.6,-8.3,-1.3000001,-18.1,0.7,-2.5
1906,12,16,-30.1,-44.7,-30.0,-13.2,-11.0,-7.8,-16.800001,-6.1,-6.3
1907,1,16,-28.9,-50.7,-37.2,-16.2,-15.0,-9.0,-23.5,-5.7000003,-10.1
1907,2,15,-34.4,-43.4,-34.3,-11.2,-10.2,-6.9,-21.5,-7.1,-11.5
1907,3,16,-26.800001,-35.5,-23.9,-6.6,-8.400001,-3.1000001,-13.6,-3.8,-6.3
1907,4,16,-13.8,-16.2,-13.6,-2.5,-5.5,-0.3,-4.2000003,-0.8,1.6
1907,5,16,0.3,-4.6,-3.1000001,0.8,-3.4,3.3,3.8,5.9,3.9
1907,6,16,10.2,4.7000003,7.0,10.7,6.0,9.5,7.1,8.3,7.8
1907,7,16,13.1,9.0,13.7,11.5,7.1,10.8,8.2,9.1,12.8
1907,8,16,10.0,4.2000003,10.7,8.3,5.1,8.2,10.7,10.900001,12.3
1907,9,16,3.1000001,-2.5,2.7,3.7,0.90000004,6.0,5.2000003,8.6,7.8
1907,10,16,-7.8,-14.3,-11.8,-0.2,-1.5,4.9,-5.4,5.5,1.7
1907,11,16,-20.9,-31.300001,-27.4,-4.7000003,-4.9,-2.2,-19.0,0.0,-3.3
1907,12,16,-22.5,-51.9,-32.2,-14.6,-12.900001,-8.8,-20.2,-2.1000001,-9.5
1908,1,16,-26.1,-53.3,-37.3,-13.400001,-11.900001,-6.9,-21.9,-6.4,-10.400001
1908,2,15,-27.300001,-44.5,-34.0,-14.7,-13.6,-5.8,-21.2,-4.6,-11.2
1908,3,16,-27.0,-35.600002,-23.9,-10.6,-12.1,-6.8,-15.1,-3.8,-6.2000003
1908,4,16,-14.5,-17.7,-13.6,-3.2,-6.2000003,-0.6,-5.8,-1.2,1.7
1908,5,16,-0.7,-3.8,-2.3,1.6,-2.6000001,4.3,5.4,6.9,5.1
1908,6,16,10.3,5.6,9.2,7.7000003,3.0,9.2,8.3,10.400001,9.900001
1908,7,16,13.6,9.3,14.2,12.5,8.400001,12.3,10.3,10.5,14.400001
1908,8,16,10.1,4.3,11.7,10.6,7.7000003,11.2,10.7,9.0,12.7
1908,9,16,1.8000001,0.2,2.9,4.5,1.7,6.1,4.3,6.8,8.400001
1908,10,16,-10.7,-14.2,-11.0,0.6,-0.90000004,3.3,-5.4,4.1,1.3000001
1908,11,16,-21.300001,-37.0,-28.6,-12.8,-12.8,-5.9,-15.0,-2.2,-3.0
1908,12,16,-23.800001,-50.5,-38.100002,-10.6,-8.3,-5.1,-17.7,-4.1,-8.5
1909,1,16,-36.600002,-54.600002,-40.7,-9.5,-7.5,-5.7000003,-22.9,-6.6,-13.900001
1909,2,15,-33.7,-48.9,-31.6,-14.1,-13.1,-9.2,-19.800001,-7.7000003,-11.7
1909,3,16,-22.7,-35.9,-28.0,-13.1,-14.7,-7.7000003,-19.9,-4.3,-4.1
1909,4,16,-18.0,-15.2,-16.300001,-6.7000003,-9.8,-2.2,-3.5,2.3,2.8
1909,5,16,-1.5,-3.5,-5.4,-0.1,-4.1,2.1000001,2.4,4.4,5.9
1909,6,16,10.2,4.0,6.6,8.400001,3.9,9.900001,9.3,7.0,9.900001
1909,7,16,13.8,9.6,14.6,12.8,8.6,11.2,12.6,8.8,12.400001
1909,8,16,9.6,6.9,10.8,9.900001,6.7000003,10.0,10.7,10.1,13.3
1909,9,16,2.2,-2.0,1.5,5.5,2.6000001,6.2000003,2.0,7.0,7.9
1909,10,16,-9.3,-14.1,-12.2,-0.5,-1.6,4.2000003,-7.7000003,5.0,2.5
1909,11,16,-26.0,-41.3,-27.300001,-13.900001,-13.7,-6.8,-11.900001,-2.6000001,-1.2
1909,12,16,-26.2,-45.100002,-33.100002,-12.7,-10.6,-8.2,-20.9,-2.2,-7.4
1910,1,16,-29.1,-45.5,-36.8,-13.6,-11.900001,-9.3,-23.7,-3.9,-10.8
1910,2,15,-32.7,-45.100002,-30.0,-8.2,-6.7000003,-3.7,-21.6,-3.5,-9.7
1910,3,16,-24.6,-34.600002,-28.2,-8.2,-9.6,-2.5,-16.7,-2.2,-6.4
1910,4,16,-15.7,-16.1,-16.4,-3.9,-6.5,0.4,-5.8,0.2,0.3
1910,5,16,-1.3000001,-5.0,-2.7,3.3,-0.8,6.0,4.2000003,3.9,6.5
1910,6,16,10.1,6.3,6.1,8.6,4.0,10.5,8.3,8.900001,9.900001
1910,7,16,13.3,10.5,13.5,11.3,7.1,11.7,11.5,8.900001,13.6
1910,8,16,8.7,8.8,11.2,9.1,6.0,10.6,10.400001,9.6,13.3
1910,9,16,3.6000001,-0.6,3.1000001,4.5,1.9,7.1,3.0,6.1,8.7
1910,10,16,-8.400001,-14.400001,-12.8,-2.9,-4.4,1.7,-5.5,4.7000003,2.5
1910,11,16,-21.1,-37.3,-31.5,-9.7,-9.400001,-5.3,-20.2,-2.0,-4.4
1910,12,16,-27.800001,-50.5,-37.7,-13.6,-11.7,-6.4,-20.4,-1.2,-11.3
1911,1,16,-35.3,-52.4,-38.0,-12.3,-10.8,-7.6,-22.2,-6.8,-11.6
1911,2,15,-25.6,-40.5,-33.2,-15.400001,-14.5,-6.1,-19.5,-4.5,-10.3
1911,3,16,-25.6,-32.2,-27.300001,-8.7,-10.1,-4.5,-15.900001,-2.1000001,-5.6
1911,4,16,-16.7,-17.6,-13.5,-4.5,-7.2000003,-0.3,-3.4,0.3,1.8000001
1911,5,16,-1.1,-6.5,-2.7,3.8,-0.1,7.3,1.6,5.4,6.8
1911,6,16,10.0,4.3,6.4,7.9,3.4,9.3,8.7,8.1,11.1
1911,7,16,13.8,8.0,14.3,11.7,7.4,11.8,11.7,13.400001,12.6
1911,8,16,9.5,6.3,10.8,11.3,8.3,12.5,8.7,13.2,12.8
1911,9,16,3.4,-4.9,2.7,5.8,3.0,7.1,3.4,9.6,8.7
1911,10,16,-5.5,-17.9,-10.2,-4.2000003,-5.6,-0.2,-3.1000001,4.0,2.4
1911,11,16,-23.1,-33.600002,-29.0,-9.400001,-9.5,-4.7000003,-11.0,0.6,-4.8
1911,12,16,-24.2,-46.100002,-35.7,-8.400001,-6.3,-4.0,-22.2,-1.3000001,-8.900001
1912,1,16,-27.0,-49.8,-34.4,-20.0,-19.0,-12.1,-20.7,-3.8,-11.6
1912,2,15,-22.7,-47.100002,-34.7,-21.1,-20.1,-8.5,-18.0,-1.6,-8.2
1912,3,16,-21.300001,-37.3,-30.6,-8.900001,-10.3,-2.5,-18.800001,-0.1,-4.6
1912,4,16,-13.3,-18.800001,-11.5,-5.8,-8.6,-0.8,-4.4,0.1,3.3
1912,5,16,0.2,-3.9,-3.0,2.0,-2.0,4.6,4.3,5.8,6.1
1912,6,16,8.400001,6.5,5.6,9.900001,5.4,10.7,7.1,8.6,10.5
1912,7,16,12.3,6.8,12.5,12.5,8.5,14.3,10.400001,10.3,14.1
1912,8,16,9.7,4.4,10.7,10.400001,7.4,11.2,6.4,7.5,12.7
1912,9,16,3.6000001,-3.0,2.7,4.0,1.3000001,5.1,1.9,4.5,7.0
1912,10,16,-6.5,-20.800001,-15.900001,-4.2000003,-5.8,0.3,-9.1,2.4,3.5
1912,11,16,-20.2,-39.0,-28.0,-9.0,-9.1,-4.4,-17.4,-3.0,-3.5
1912,12,16,-26.1,-51.7,-34.7,-13.6,-11.5,-4.7000003,-23.4,-2.2,-8.3
1913,1,16,-34.600002,-50.0,-39.9,-18.1,-16.7,-11.5,-20.5,-3.6000001,-10.5
1913,2,15,-26.0,-48.100002,-36.5,-13.400001,-12.6,-5.1,-19.7,-4.6,-10.900001
1913,3,16,-24.6,-34.600002,-21.0,-10.6,-11.900001,-3.0,-11.900001,-0.3,-7.7000003
1913,4,16,-14.6,-19.0,-15.2,-3.0,-5.7000003,0.8,-8.400001,0.8,0.4
1913,5,16,-1.0,-5.1,-3.4,2.9,-1.2,5.9,2.9,4.8,5.8
1913,6,16,10.6,3.9,8.0,8.900001,4.2000003,10.1,8.900001,8.2,9.7
1913,7,16,13.1,8.5,12.2,14.3,9.7,12.5,9.2,8.2,13.5
1913,8,16,9.1,5.5,9.7,10.400001,7.4,10.400001,8.0,9.1,12.3
1913,9,16,2.0,-1.9,2.8,5.2000003,2.5,6.7000003,2.1000001,7.2000003,7.8
1913,10,16,-9.900001,-19.1,-10.400001,-4.4,-5.6,2.2,-3.4,5.1,3.0
1913,11,16,-20.7,-41.2,-28.5,-6.3,-6.5,-0.7,-11.900001,1.8000001,-4.4
1913,12,16,-24.2,-46.4,-29.4,-15.5,-13.7,-8.900001,-15.8,-3.1000001,-8.5
1914,1,16,-29.9,-51.7,-33.100002,-14.6,-12.900001,-8.5,-14.1,-8.0,-9.2
1914,2,15,-26.4,-41.4,-30.0,-13.6,-12.8,-3.0,-14.3,-2.6000001,-10.0
1914,3,16,-24.4,-36.5,-26.1,-10.400001,-12.0,-5.2000003,-16.0,-1.4,-4.7000003
1914,4,16,-14.8,-20.0,-13.2,-2.7,-5.6,1.8000001,-3.5,3.0,2.0
1914,5,16,-0.6,-5.6,-2.4,2.1000001,-2.1000001,4.5,2.9,3.8,5.7000003
1914,6,16,10.6,5.5,6.3,9.7,5.1,10.900001,8.5,7.4,11.8
1914,7,16,12.900001,10.3,11.8,14.400001,10.2,15.400001,8.6,9.5,14.3
1914,8,16,10.7,4.9,12.0,9.5,6.3,11.5,9.900001,10.6,13.0
1914,9,16,2.1000001,-1.5,2.8,5.0,2.3,7.0,4.3,7.3,10.3
1914,10,16,-5.0,-17.9,-11.900001,-2.4,-3.8,1.1,-7.1,3.1000001,1.9
1914,11,16,-19.6,-40.7,-28.7,-8.400001,-8.3,-4.3,-14.5,-1.3000001,-3.2
1914,12,16,-22.5,-45.7,-32.8,-12.400001,-10.6,-4.5,-19.7,-1.3000001,-9.8
1915,1,16,-23.800001,-52.2,-37.8,-17.4,-16.0,-11.400001,-25.6,-4.8,-12.0
1915,2,15,-28.7,-47.7,-38.4,-15.8,-14.900001,-6.8,-20.2,-4.7000003,-12.0
1915,3,16,-20.6,-33.0,-25.7,-14.400001,-16.0,-7.6,-14.2,-3.5,-3.4
1915,4,16,-10.1,-19.800001,-12.6,-4.4,-7.2000003,-0.2,-4.4,0.1,2.4
1915,5,16,0.3,-3.7,-1.2,0.5,-3.7,3.3,6.1,7.1,8.400001
1915,6,16,11.2,3.0,9.400001,7.0,2.2,8.0,11.5,10.400001,10.7
1915,7,16,14.900001,6.7000003,15.3,14.900001,10.5,11.5,12.6,10.2,13.0
1915,8,16,10.8,3.3,11.8,9.400001,6.3,10.3,9.400001,9.2,13.7
1915,9,16,3.7,-3.3,2.1000001,3.4,0.6,5.1,3.6000001,6.2000003,10.6
1915,10,16,-10.900001,-21.2,-14.400001,-2.9,-4.4,-0.6,-8.5,1.5,4.3
1915,11,16,-20.300001,-41.0,-27.4,-12.5,-12.5,-6.3,-13.6,-3.2,-1.8000001
1915,12,16,-24.800001,-51.4,-37.100002,-23.4,-21.9,-15.1,-18.5,0.2,-7.6
1916,1,16,-29.7,-50.2,-35.4,-13.6,-12.1,-7.7000003,-21.2,-1.8000001,-10.5
1916,2,15,-29.2,-47.4,-34.2,-12.900001,-11.900001,-7.2000003,-20.0,-3.9,-12.0
1916,3,16,-28.5,-30.7,-26.9,-13.6,-15.1,-7.2000003,-18.9,-1.9,-2.5
1916,4,16,-11.400001,-18.7,-14.2,-4.8,-7.5,0.3,-6.9,1.1,3.4
1916,5,16,-0.5,-4.9,-4.8,0.6,-3.4,4.6,2.9,6.0,5.5
1916,6,16,10.7,3.4,5.6,9.400001,4.7000003,9.3,9.0,6.3,10.1
1916,7,16,13.1,8.5,11.7,15.900001,11.400001,13.6,11.0,9.900001,13.5
1916,8,16,10.0,6.5,10.6,8.7,5.5,9.6,9.2,9.900001,14.3
1916,9,16,3.8,-4.1,4.8,3.6000001,0.7,5.3,4.9,6.1,9.1
1916,10,16,-6.5,-16.1,-10.1,-5.6,-7.2000003,-0.5,-4.4,3.7,3.4
1916,11,16,-19.9,-36.7,-31.0,-6.1,-6.0,-1.5,-14.2,-0.2,-6.5
1916,12,16,-29.0,-48.8,-39.100002,-13.7,-11.8,-6.8,-26.1,-2.4,-9.900001
1917,1,16,-31.9,-48.2,-36.2,-17.800001,-16.4,-14.6,-22.300001,-6.8,-10.2
1917,2,15,-26.800001,-42.600002,-33.600002,-18.9,-18.0,-9.2,-20.2,-7.6,-7.2000003
1917,3,16,-23.1,-33.600002,-25.300001,-15.900001,-17.1,-8.7,-14.7,-4.6,-4.3
1917,4,16,-13.7,-17.0,-13.7,-7.1,-9.900001,-3.0,-4.3,-2.3,0.4
1917,5,16,-2.3,-2.9,-1.6,0.0,-4.2000003,3.9,6.0,7.9,6.7000003
1917,6,16,8.8,5.4,7.6,10.900001,6.3,12.3,8.5,10.900001,10.1
1917,7,16,12.0,9.2,13.5,11.400001,7.0,11.2,10.2,10.8,13.1
1917,8,16,10.8,6.6,9.3,13.3,10.3,13.5,7.6,9.7,12.8
1917,9,16,4.2000003,-2.3,3.2,4.2000003,1.5,6.7000003,4.5,9.8,8.400001
1917,10,16,-8.3,-18.5,-13.5,-1.4,-2.8,1.9,-4.4,2.0,2.4
1917,11,16,-24.7,-38.7,-29.1,-10.3,-10.2,-3.3,-12.2,-0.8,-4.4
1917,12,16,-29.6,-43.3,-32.2,-15.7,-13.900001,-8.1,-23.9,-6.9,-9.400001
1918,1,16,-27.9,-47.2,-33.9,-21.9,-20.5,-12.3,-18.800001,-4.1,-12.8
1918,2,15,-29.7,-47.7,-33.5,-12.7,-11.900001,-6.5,-18.9,-3.8,-10.3
1918,3,16,-29.1,-31.4,-23.7,-7.2000003,-8.900001,-3.8,-12.2,-2.0,-5.0
1918,4,16,-15.900001,-17.4,-14.3,-3.0,-5.7000003,0.5,-5.6,1.3000001,0.1
1918,5,16,-3.0,-4.1,-5.0,2.5,-1.6,5.9,2.8,6.6,7.8
1918,6,16,8.5,5.1,6.4,9.2,4.4,8.7,9.400001,6.6,10.900001
1918,7,16,13.8,6.4,14.7,14.2,9.900001,13.2,11.3,10.6,13.3
1918,8,16,9.3,5.6,11.0,8.5,5.4,10.5,10.5,10.1,13.6
1918,9,16,4.9,-2.3,4.0,4.6,1.7,5.4,4.1,8.5,8.3
1918,10,16,-8.900001,-15.900001,-12.6,-0.6,-2.1000001,3.0,-5.0,2.4,2.8
1918,11,16,-21.6,-39.0,-27.6,-3.1000001,-3.2,-1.2,-14.6,-1.2,-5.4
1918,12,16,-25.9,-48.7,-36.8,-12.6,-11.0,-7.3,-27.7,-1.0,-11.7
1919,1,16,-28.6,-49.5,-40.0,-12.8,-11.3,-7.6,-28.4,-3.9,-14.900001
1919,2,15,-28.0,-50.600002,-36.5,-18.300001,-17.300001,-9.6,-16.4,-5.2000003,-12.2
1919,3,16,-28.2,-35.5,-25.2,-11.5,-13.2,-6.3,-15.7,-2.4,-5.9
1919,4,16,-13.0,-15.900001,-14.1,-6.0,-8.7,-1.3000001,-5.7000003,-1.5,1.5
1919,5,16,-1.3000001,-4.4,-3.9,4.7000003,0.7,7.3,3.2,4.7000003,5.7000003
1919,6,16,7.9,4.2000003,6.3,11.400001,6.7000003,9.6,7.0,9.1,10.400001
1919,7,16,13.6,7.7000003,13.5,14.7,10.3,13.5,11.400001,8.0,13.3
1919,8,16,11.0,7.1,11.3,9.1,5.9,8.8,9.400001,11.7,12.8
1919,9,16,4.1,-0.2,3.1000001,5.1,2.3,6.8,3.2,9.8,7.0
1919,10,16,-9.5,-15.0,-11.2,-4.0,-5.2000003,0.4,-3.1000001,0.8,2.7
1919,11,16,-24.0,-37.8,-28.1,-13.0,-13.1,-7.8,-14.7,-2.9,-3.6000001
1919,12,16,-26.2,-45.0,-32.8,-17.5,-15.8,-10.2,-19.1,-2.7,-8.6
1920,1,16,-31.5,-44.5,-35.8,-14.6,-13.2,-8.3,-21.0,-2.0,-10.6
1920,2,15,-22.1,-40.8,-32.7,-10.3,-9.400001,-4.4,-20.7,-2.5,-12.900001
1920,3,16,-26.800001,-29.7,-23.0,-4.0,-5.5,-0.7,-10.900001,0.0,-6.2000003
1920,4,16,-17.2,-12.2,-14.0,-2.2,-4.9,0.90000004,-4.8,1.9,-0.6
1920,5,16,-3.2,-3.8,-3.7,5.1,1.2,6.6,2.7,7.8,2.7
1920,6,16,9.8,3.9,6.9,9.7,4.9,9.5,10.2,8.3,8.6
1920,7,16,13.5,8.8,13.0,13.7,9.3,12.5,11.7,10.8,12.7
1920,8,16,9.6,6.7000003,11.1,10.1,6.9,10.1,9.6,8.8,11.6
1920,9,16,2.6000001,-2.4,1.2,7.3,4.5,7.5,1.4,8.0,8.1
1920,10,16,-10.400001,-19.4,-13.5,-2.2,-3.5,1.8000001,-4.2000003,4.0,3.1000001
1920,11,16,-19.7,-40.2,-28.1,-6.2000003,-6.1,-2.0,-14.8,-1.6,-4.0
1920,12,16,-26.1,-47.3,-38.2,-12.2,-10.2,-7.1,-25.6,-2.9,-11.7
1921,1,16,-31.5,-48.0,-33.2,-16.4,-14.900001,-8.400001,-19.300001,-1.1,-11.8
1921,2,15,-29.5,-39.2,-32.3,-14.0,-13.1,-6.6,-17.6,-4.4,-11.6
1921,3,16,-24.7,-34.9,-21.7,-7.5,-8.900001,-1.4,-12.2,-0.90000004,-4.4
1921,4,16,-14.0,-19.1,-14.6,-0.1,-2.8,2.6000001,-6.3,0.2,3.1000001
1921,5,16,-1.5,-5.1,-5.7000003,5.3,1.2,6.8,1.1,6.6,5.6
1921,6,16,10.8,5.5,6.4,9.400001,4.5,8.1,8.7,8.900001,8.5
1921,7,16,14.0,6.7000003,15.8,11.400001,7.0,10.8,13.400001,13.400001,13.1
1921,8,16,10.7,6.2000003,10.3,10.5,7.2000003,9.900001,9.6,10.8,11.900001
1921,9,16,2.0,-0.7,3.2,4.9,2.1000001,5.9,3.9,9.1,8.3
1921,10,16,-7.7000003,-18.1,-10.5,-4.4,-5.8,1.9,-3.3,6.6,2.2
1921,11,16,-22.300001,-30.6,-25.9,-12.5,-12.3,-6.1,-14.1,-3.5,-3.4
1921,12,16,-22.800001,-51.3,-34.7,-12.8,-11.1,-6.1,-18.5,-3.3,-7.5
1922,1,16,-24.800001,-50.9,-36.7,-17.2,-15.7,-11.5,-27.0,-5.5,-11.2
1922,2,15,-29.5,-48.8,-39.7,-16.300001,-15.400001,-8.6,-21.9,-4.9,-9.0
1922,3,16,-27.6,-33.3,-20.6,-12.0,-13.400001,-5.3,-10.400001,-1.7,-3.1000001
1922,4,16,-14.5,-19.5,-14.900001,-4.3,-7.0,-1.6,-5.2000003,-0.5,2.3
1922,5,16,-2.8,-5.4,-1.4,4.0,-0.1,5.2000003,3.4,7.1,5.3
1922,6,16,8.900001,5.3,9.3,11.3,6.5,9.5,9.900001,9.3,9.400001
1922,7,16,11.900001,7.2000003,15.1,13.900001,9.5,12.3,13.6,9.5,13.1
1922,8,16,9.1,4.2000003,11.7,10.1,6.9,10.2,10.2,9.900001,12.900001
1922,9,16,1.4,-3.3,2.3,6.3,3.5,6.1,2.3,5.7000003,8.6
1922,10,16,-6.3,-20.0,-12.400001,-2.7,-4.1,0.3,-4.7000003,1.8000001,2.5
1922,11,16,-20.0,-39.600002,-28.6,-9.400001,-9.3,-3.8,-14.900001,-2.5,-3.2
1922,12,16,-25.5,-43.600002,-32.0,-16.2,-14.2,-6.1,-18.1,-3.0,-7.5
1923,1,16,-30.6,-50.4,-37.100002,-9.900001,-8.7,-6.0,-22.9,-4.5,-12.0
1923,2,15,-25.0,-44.0,-33.2,-16.9,-16.1,-10.6,-23.800001,-2.7,-10.400001
1923,3,16,-26.5,-30.7,-26.1,-7.8,-9.400001,-3.2,-12.3,-1.3000001,-4.0
1923,4,16,-14.0,-18.2,-15.2,-5.5,-8.400001,-1.5,-3.6000001,0.8,1.9
1923,5,16,-1.1,-5.7000003,-3.4,1.4,-2.7,3.7,3.4,5.3,4.9
1923,6,16,10.8,4.2000003,7.3,6.1,1.3000001,6.1,10.6,5.5,10.2
1923,7,16,14.3,6.6,14.2,12.5,8.0,12.3,12.1,12.900001,11.7
1923,8,16,12.0,5.2000003,12.6,8.6,5.4,9.6,11.7,11.5,12.900001
1923,9,16,3.8,-3.5,4.9,5.0,2.3,6.2000003,4.8,7.9,6.9
1923,10,16,-3.8,-17.9,-10.900001,-2.0,-3.4,1.7,-1.6,6.0,1.9
