Year,Month,Day,CAN,YAK,TAY,FIN,SWE,NOR,ALT,LOT,PAK
1905,6,16,63.5,,,67.5,,,,55.3,
1905,7,16,67.1,,,68.8,,,,43.100002,
1905,8,16,70.9,,,,,68.9,,57.100002,43.8
1905,9,16,75.3,,,75.0,80.0,72.6,42.600002,62.8,33.3
1905,10,16,72.6,,,77.5,,,46.9,59.8,
1905,11,16,,,,,,71.700005,53.0,64.4,
1905,12,16,,,,68.8,,,54.8,63.9,
1906,1,16,,,,,,,,59.600002,
1906,2,15,,,,,,,,65.4,
1906,3,16,49.600002,,,64.9,,65.1,,57.8,
1906,4,16,,,,,,,,60.0,
1906,5,16,62.2,,,66.200005,,63.8,47.600002,61.9,
1906,6,16,59.0,,,67.5,,66.4,,56.4,
1906,7,16,66.0,,,68.700005,,70.0,,51.8,
1906,8,16,65.200005,,,,,68.9,,44.4,43.4
1906,9,16,66.4,,,,80.0,,41.0,43.9,38.0
1906,10,16,72.200005,,,77.4,,,,50.3,
1906,11,16,,,,,,71.5,53.7,62.3,
1906,12,16,,,,68.8,,,,61.7,
1907,1,16,,,,,,,,60.5,
1907,2,15,,,,,,,,67.200005,
1907,3,16,48.5,,,64.9,,,,55.5,
1907,4,16,,,,,,,,64.1,
1907,5,16,60.2,,,66.4,,63.8,,58.0,
1907,6,16,57.5,,,67.4,,66.4,,60.8,
1907,7,16,64.0,,,68.8,,70.1,,51.600002,
1907,8,16,66.0,,,,,69.0,,44.8,43.4
1907,9,16,70.200005,,,,79.9,72.6,,46.7,38.2
1907,10,16,72.200005,,,77.4,,,,58.8,
1907,11,16,,,,,,70.9,,63.0,
1907,12,16,,,,68.700005,,,,61.5,
1908,1,16,,,,,,,,57.4,
1908,2,15,,,,,,,,66.8,
1908,3,16,49.5,,,58.8,62.100002,,,63.3,
1908,4,16,,,,67.5,76.200005,,,68.8,
1908,5,16,61.3,,,56.600002,65.3,,47.5,59.8,
1908,6,16,60.4,,,62.4,72.700005,,,54.5,
1908,7,16,66.5,,,54.0,69.4,,,50.2,
1908,8,16,66.200005,,,,,68.9,,57.2,43.2
1908,9,16,70.9,,,71.3,76.6,,41.5,52.3,32.4
1908,10,16,70.8,,,66.200005,71.9,,48.5,43.600002,
1908,11,16,,,,,,70.3,52.9,59.9,
1908,12,16,,,,60.100002,60.9,,54.600002,65.5,
1909,1,16,,,,,,,,59.3,
1909,2,15,,,,,,,,62.3,
1909,3,16,50.600002,,,60.3,63.4,,,64.200005,
1909,4,16,,,,43.4,57.8,67.3,,52.2,
1909,5,16,59.5,,,61.0,68.5,,47.4,57.2,
1909,6,16,59.2,,,55.7,67.9,,,63.100002,
1909,7,16,66.0,,,54.0,69.4,,,59.3,
1909,8,16,67.8,,,70.700005,78.6,,,50.8,
1909,9,16,73.3,,,66.3,72.1,,,54.9,32.4
1909,10,16,72.4,,,69.1,73.4,,48.2,54.100002,
1909,11,16,,,,69.0,54.7,70.4,53.5,63.3,
1909,12,16,,,,49.2,51.0,,54.7,62.3,
1910,1,16,,,,,,,,61.8,
1910,2,15,,,,,,,,62.3,
1910,3,16,49.100002,,,76.5,77.200005,65.1,,55.100002,
1910,4,16,,,,71.3,79.1,,,62.7,
1910,5,16,57.2,,,66.8,72.8,63.8,47.5,66.200005,
1910,6,16,59.600002,,,66.5,75.6,66.3,,62.100002,
1910,7,16,64.9,,,68.1,79.6,,,58.0,
1910,8,16,67.6,,,63.2,72.8,,,56.0,43.2
1910,9,16,68.6,,,70.9,76.3,,42.3,59.0,38.8
1910,10,16,71.9,,,54.0,65.6,,47.5,55.7,
1910,11,16,,,,,,71.3,52.8,64.200005,
1910,12,16,,,,47.0,49.100002,,54.600002,63.5,
1911,1,16,,,,,,,,63.7,
1911,2,15,,,,,,,,61.0,
1911,3,16,49.100002,,,64.200005,66.700005,,,59.2,
1911,4,16,,,,63.7,73.3,,,55.600002,
1911,5,16,64.6,,,57.600002,66.0,,,65.3,
1911,6,16,56.8,,,67.0,76.0,66.3,,59.600002,
1911,7,16,63.100002,,,73.4,83.4,,,36.600002,
1911,8,16,64.1,,,64.200005,73.5,,,43.3,43.3
1911,9,16,64.9,,,73.6,78.700005,72.6,,43.9,36.600002
1911,10,16,72.5,,,52.2,64.700005,,,55.600002,
1911,11,16,,,,70.5,59.9,71.9,,61.7,
1911,12,16,,,,66.6,66.8,,,61.7,
1912,1,16,,,,,,,,66.1,
1912,2,15,,,,,,,,56.4,
1912,3,16,50.100002,46.7,,73.1,74.200005,65.1,,58.8,
1912,4,16,,60.3,,44.2,58.4,67.3,,56.7,
1912,5,16,57.9,77.8,,68.700005,74.200005,63.8,,60.5,
1912,6,16,62.3,,,64.9,74.5,66.3,,60.5,
1912,7,16,65.9,81.5,,55.7,70.700005,,,51.100002,
1912,8,16,67.3,,,67.9,76.4,,,65.1,
1912,9,16,68.700005,78.3,,75.9,80.8,72.6,,59.8,34.3
1912,10,16,72.6,,,78.5,76.3,,49.0,55.8,
1912,11,16,,,,71.8,60.9,71.200005,,64.200005,
1912,12,16,,,,64.6,71.6,,,58.2,
1913,1,16,,,,,,,,65.4,
1913,2,15,,,,,,,,54.8,
1913,3,16,49.4,,,51.2,56.5,64.9,,55.9,
1913,4,16,,62.600002,,67.700005,73.9,,,65.3,
1913,5,16,55.5,73.6,,69.1,71.9,,,62.600002,
1913,6,16,59.0,84.9,,66.6,74.1,,,64.4,
1913,7,16,61.8,77.9,,56.2,70.700005,,,61.4,
1913,8,16,67.6,,,66.9,74.700005,,,54.4,43.600002
1913,9,16,66.5,79.1,,70.5,74.4,,,55.9,31.300001
1913,10,16,70.9,74.200005,,77.4,,,,53.600002,
1913,11,16,,,,75.200005,73.0,71.200005,,66.4,
1913,12,16,,,,52.9,64.700005,,,62.600002,
1914,1,16,,,,,,,,61.600002,
1914,2,15,,,,,,,,53.2,
1914,3,16,50.0,46.8,,59.3,62.100002,,,64.5,
1914,4,16,,,,66.0,73.5,,,49.100002,
1914,5,16,57.9,76.8,,67.6,70.8,,,73.5,
1914,6,16,58.600002,85.8,,66.8,75.0,,,60.5,
1914,7,16,66.8,79.8,,68.6,77.3,,,58.4,
1914,8,16,70.9,80.4,,73.200005,78.4,,,52.3,43.4
1914,9,16,68.6,81.700005,,75.8,79.200005,,,52.3,25.800001
1914,10,16,72.4,75.0,,78.0,76.1,,48.8,58.8,
1914,11,16,,,,72.5,63.100002,71.5,,65.1,
1914,12,16,,,,64.3,69.3,,,61.4,
1915,1,16,,,,,,,,66.0,
1915,2,15,,,,,,,,63.9,
1915,3,16,49.8,44.4,,55.9,60.0,,,64.700005,
1915,4,16,,,,57.3,68.200005,67.3,,59.7,
1915,5,16,54.600002,77.6,,72.6,73.8,63.8,,64.200005,
1915,6,16,59.5,86.700005,,71.9,76.8,66.3,,54.7,
1915,7,16,64.5,,,71.0,79.6,,,52.8,
1915,8,16,70.200005,80.6,,76.3,80.3,,,54.8,43.5
1915,9,16,67.4,,,76.200005,79.200005,,42.600002,51.5,30.4
1915,10,16,71.5,,,73.700005,74.200005,,,63.100002,37.4
1915,11,16,,,,71.700005,60.8,,53.7,64.5,
1915,12,16,,,,69.1,69.4,,,62.2,
1916,1,16,,,,,,,,61.8,
1916,2,15,,,,,,,,63.0,
1916,3,16,48.8,50.7,,55.7,59.600002,,,62.4,
1916,4,16,,61.3,,60.8,70.3,,,59.600002,
1916,5,16,59.5,78.0,,77.200005,77.3,63.8,,62.0,
1916,6,16,57.9,,,67.6,74.8,66.3,,66.3,
1916,7,16,65.4,,,60.3,73.6,,,54.7,
1916,8,16,67.1,80.6,,79.700005,83.5,,,54.0,43.3
1916,9,16,69.8,78.5,,72.3,76.3,,42.4,56.9,35.4
1916,10,16,73.700005,73.5,,72.3,73.3,,48.8,58.8,37.4
1916,11,16,,,,73.8,68.700005,72.1,53.7,64.1,
1916,12,16,,,,68.0,71.8,,,63.5,
1917,1,16,,,,,,,,70.0,
1917,2,15,,,,,,,,58.2,
1917,3,16,48.9,48.600002,,50.7,53.7,64.9,,65.200005,
1917,4,16,,63.8,,63.7,69.8,,,69.700005,
1917,5,16,60.4,78.200005,,73.5,73.9,,,59.3,
1917,6,16,58.4,86.4,,66.1,72.6,,,51.100002,
1917,7,16,66.8,80.8,,71.8,78.3,,,52.0,
1917,8,16,64.9,80.700005,,70.6,76.700005,,,57.2,43.600002
1917,9,16,67.1,75.6,,77.4,79.200005,72.6,,45.2,31.800001
1917,10,16,70.6,73.8,,86.200005,81.1,,,57.9,
1917,11,16,,,,74.6,69.4,,53.7,64.6,
1917,12,16,,,,70.700005,68.200005,,54.600002,59.7,
1918,1,16,,,,,,,,58.8,
1918,2,15,,,,,,,,61.100002,
1918,3,16,48.3,49.5,,64.200005,62.9,56.8,,50.5,
1918,4,16,,64.1,,65.200005,73.200005,69.4,,73.9,
1918,5,16,57.5,76.3,,71.700005,71.9,59.9,47.5,58.8,
1918,6,16,58.4,,,73.8,75.8,72.6,,57.7,
1918,7,16,60.100002,,,71.200005,76.5,72.6,,50.2,
1918,8,16,69.1,,,66.4,72.1,70.700005,,50.3,
1918,9,16,65.700005,74.8,,74.8,77.8,71.8,40.5,52.9,29.300001
1918,10,16,72.1,,,79.4,76.6,76.0,47.5,61.4,
1918,11,16,,,,75.4,72.8,71.6,53.600002,64.5,
1918,12,16,,,,74.3,75.4,,54.7,62.0,
1919,1,16,,,,,,,,68.1,
1919,2,15,,,,,,,,60.9,
1919,3,16,47.5,48.5,,62.600002,63.5,63.0,,65.1,
1919,4,16,,63.9,,63.8,68.9,66.700005,,69.8,
1919,5,16,60.9,79.1,,68.4,70.0,57.600002,47.600002,53.4,
1919,6,16,60.8,87.5,,70.700005,74.8,69.6,,54.9,
1919,7,16,64.1,77.700005,,68.5,76.700005,64.9,,58.100002,
1919,8,16,63.4,,,80.5,84.4,69.700005,,43.100002,
1919,9,16,66.1,,,73.6,77.4,67.0,42.8,43.600002,34.0
1919,10,16,69.8,,,67.9,69.5,73.9,47.7,60.100002,
1919,11,16,,,,72.0,61.2,70.8,52.7,66.4,
1919,12,16,,,,64.4,64.9,,,61.0,
1920,1,16,,,,,,,,61.9,
1920,2,15,,,,,,,,54.3,
1920,3,16,47.3,,,72.6,72.700005,69.4,,51.600002,
1920,4,16,,,,74.4,77.5,73.8,,67.200005,
1920,5,16,56.0,,,68.6,71.1,68.6,,59.9,
1920,6,16,49.7,,,74.6,75.6,70.4,,60.5,
1920,7,16,60.2,,,74.8,81.8,72.3,,48.600002,
1920,8,16,64.0,,,71.3,76.4,72.0,,57.0,43.600002
1920,9,16,66.8,,,75.700005,79.6,70.6,,58.8,41.3
1920,10,16,71.8,,,72.0,73.1,72.200005,,57.5,
1920,11,16,,,,74.200005,69.1,70.4,,61.5,
1920,12,16,,,,68.9,70.9,,,64.6,
1921,1,16,,,,,,,,63.0,
1921,2,15,,,,,,,,62.600002,
1921,3,16,46.7,,,68.6,67.700005,64.5,,44.4,
1921,4,16,,,,65.700005,,61.2,,55.7,
1921,5,16,58.5,,,67.200005,70.9,59.3,,59.3,
1921,6,16,56.8,,,75.700005,78.0,68.3,,53.7,
1921,7,16,63.100002,,,73.0,80.6,,,38.0,
1921,8,16,61.2,,,74.9,80.1,69.4,,47.9,43.5
1921,9,16,64.3,,,76.0,79.9,67.6,,44.600002,32.3
1921,10,16,70.6,,,69.6,72.200005,72.0,,42.100002,
1921,11,16,,,,70.1,56.0,70.8,,62.8,
1921,12,16,57.4,,,64.4,68.4,,,58.4,
1922,1,16,,,,,,,,63.0,
1922,2,15,,,,,,,,56.8,
1922,3,16,45.8,,,69.4,66.3,64.5,,61.2,
1922,4,16,,,,61.8,69.0,64.4,,68.4,
1922,5,16,57.0,,,70.8,71.5,63.9,,52.9,
1922,6,16,60.2,,,71.700005,75.6,62.100002,,59.2,
1922,7,16,67.3,,,74.0,80.200005,68.8,,51.100002,
1922,8,16,66.200005,,,75.0,79.6,68.700005,,52.2,43.2
1922,9,16,67.5,,,75.3,79.9,64.5,,60.0,32.0
1922,10,16,70.5,,,71.6,72.6,72.700005,,65.5,
1922,11,16,,,,70.3,54.8,69.700005,53.7,61.8,
1922,12,16,,,,56.2,62.9,,,63.3,
1923,1,16,,,,,,,,67.8,
1923,2,15,,,,,,,,68.8,
1923,3,16,46.5,,,68.1,68.6,67.700005,,60.4,
1923,4,16,,,,62.100002,67.3,68.1,,61.0,
1923,5,16,56.600002,,,73.200005,73.6,72.700005,53.600002,63.100002,
1923,6,16,60.600002,,,80.6,80.8,76.700005,,65.4,
1923,7,16,60.0,,,73.6,79.5,72.4,,45.0,
1923,8,16,70.200005,,77.6,77.5,81.9,76.6,,45.600002,43.5
1923,9,16,69.6,,,75.6,80.5,76.200005,42.2,48.5,36.2
1923,10,16,67.700005,,,82.3,79.0,75.8,48.7,59.100002,
1923,11,16,,,,74.6,70.700005,70.9,53.7,65.200005,
1923,12,16,57.4,,,63.4,72.0,,,63.7,
1924,1,16,,,,,,,,60.7,
1924,2,15,,,,,,,,66.9,
1924,3,16,46.8,,,61.8,63.0,64.1,,58.5,
1924,4,16,,,,62.8,69.5,69.8,,64.6,
1924,5,16,63.600002,,,76.3,75.1,73.0,47.8,62.3,
1924,6,16,61.7,,,79.4,80.3,76.6,,61.9,
1924,7,16,65.1,,,58.9,68.700005,75.700005,,54.2,
1924,8,16,66.700005,,77.6,63.5,72.200005,72.6,46.600002,62.2,43.3
1924,9,16,69.4,,,71.1,75.200005,73.8,43.5,54.100002,33.3
1924,10,16,70.8,,,82.1,77.9,76.3,49.4,56.2,
1924,11,16,,,,72.0,60.2,71.700005,54.100002,63.2,
1924,12,16,,,,68.4,73.700005,,55.4,61.5,
1925,1,16,,,,,,,,62.5,
1925,2,15,,,,,,,,62.5,
1925,3,16,44.100002,,,60.3,61.3,64.200005,,65.8,
1925,4,16,,,,63.9,70.700005,63.8,,66.3,
1925,5,16,58.7,,,75.4,74.6,71.9,55.0,65.9,
1925,6,16,60.0,,,81.8,81.4,69.3,,53.4,
1925,7,16,60.3,,,59.2,71.8,72.200005,,54.600002,
1925,8,16,65.6,,,69.9,76.8,71.8,,56.8,
1925,9,16,65.1,,,73.9,76.700005,73.200005,,58.3,30.5
1925,10,16,68.9,74.8,,74.6,73.8,,47.9,51.9,
1925,11,16,,,,71.3,59.600002,70.700005,53.0,68.1,
1925,12,16,57.4,,,66.9,70.5,,,57.600002,
1926,1,16,,,,,,,,62.2,
1926,2,15,,,,,,,,61.9,
1926,3,16,48.100002,47.3,,71.1,69.200005,70.9,,64.5,
1926,4,16,,62.7,,57.8,65.0,71.0,,53.100002,
1926,5,16,61.0,75.700005,,72.6,72.700005,80.1,49.100002,71.6,
1926,6,16,57.3,82.4,,70.700005,75.3,74.4,,67.4,
1926,7,16,62.4,73.5,,64.1,72.9,72.5,,58.4,
1926,8,16,63.100002,78.200005,77.6,72.3,76.6,72.0,46.5,47.7,43.0
1926,9,16,62.4,76.3,,73.4,78.1,75.1,42.4,44.0,34.600002
1926,10,16,69.8,72.700005,,76.700005,75.5,75.4,47.2,55.2,
1926,11,16,,,,73.6,65.8,72.5,53.600002,59.7,
1926,12,16,57.3,,,63.2,69.0,,,63.0,
1927,1,16,,,,,,,,65.8,
1927,2,15,,,,,,,,56.3,
1927,3,16,47.5,48.0,,64.5,63.5,75.700005,,58.2,
1927,4,16,,65.3,,67.6,71.5,77.0,,62.2,
1927,5,16,61.7,73.700005,,73.6,72.700005,77.1,47.8,57.7,
1927,6,16,58.9,80.3,,71.3,74.5,78.6,,58.2,
1927,7,16,61.0,74.9,,70.1,,76.6,,52.3,
1927,8,16,64.1,78.5,,72.8,78.1,76.200005,,55.100002,43.3
1927,9,16,71.200005,78.200005,,74.8,79.0,74.3,39.2,56.9,38.3
1927,10,16,68.5,73.0,,72.5,73.3,75.4,47.600002,51.3,
1927,11,16,,,,72.0,63.2,71.9,51.4,64.5,
1927,12,16,,,,61.3,66.700005,,54.9,64.6,
1928,1,16,,,,,,,,62.2,
1928,2,15,,,,,,,,57.9,
1928,3,16,49.5,47.7,,68.1,67.1,64.3,,61.4,
1928,4,16,,62.100002,,61.100002,68.0,70.5,,62.2,
1928,5,16,62.0,73.700005,,74.700005,74.200005,67.8,49.5,66.5,
1928,6,16,57.9,80.4,,78.200005,78.9,76.6,,55.100002,
1928,7,16,61.8,74.6,,77.1,82.0,77.9,,37.2,
1928,8,16,64.4,76.200005,,70.0,75.8,76.5,46.5,52.7,43.8
1928,9,16,66.700005,78.700005,,75.0,79.8,73.700005,42.0,48.600002,39.0
1928,10,16,72.3,72.700005,,65.8,70.1,75.700005,47.0,52.100002,
1928,11,16,,,,71.700005,61.100002,72.4,52.4,63.3,
1928,12,16,57.4,,,62.3,67.6,,,65.3,
1929,1,16,,,,,,,,60.5,
1929,2,15,,,,,,,,49.0,
1929,3,16,47.4,47.3,,61.100002,62.2,66.5,,49.7,
1929,4,16,,62.600002,,53.2,63.4,71.200005,,58.4,
1929,5,16,60.9,72.8,,67.1,69.4,70.200005,54.3,56.4,
1929,6,16,59.100002,79.700005,,70.200005,73.3,73.5,,57.100002,
1929,7,16,70.6,74.3,,74.9,80.200005,77.1,,41.7,
1929,8,16,65.6,75.200005,53.5,73.700005,78.6,75.3,46.4,47.7,43.7
1929,9,16,65.200005,83.200005,72.4,75.3,79.200005,74.5,43.600002,33.9,38.7
1929,10,16,71.0,72.9,82.3,81.8,78.0,75.9,52.100002,54.600002,
1929,11,16,,,,76.1,74.6,72.5,54.0,58.100002,
1929,12,16,,,,78.8,77.1,,,57.0,
1930,1,16,,,,,,,,62.100002,
1930,2,15,,,,,,,,56.100002,
1930,3,16,48.7,,,64.200005,63.600002,68.700005,,55.2,
1930,4,16,,62.100002,,68.6,75.3,71.4,,64.1,
1930,5,16,56.100002,73.6,,69.9,71.6,69.9,56.5,71.1,
1930,6,16,60.2,77.700005,,68.0,72.5,69.1,,52.0,
1930,7,16,63.0,72.1,,59.3,68.3,73.0,,57.600002,
1930,8,16,71.6,76.4,72.9,75.3,79.6,73.8,46.7,52.0,43.7
1930,9,16,72.5,76.1,71.6,74.3,78.3,77.3,43.600002,56.3,44.600002
1930,10,16,68.8,73.5,82.3,78.5,75.8,76.4,48.100002,55.5,
1930,11,16,,,,74.8,69.9,71.1,,56.100002,
1930,12,16,57.4,,,66.9,69.200005,,55.100002,63.4,
1931,1,16,,,,,,,,63.4,62.600002
1931,2,15,,,,,,,,63.4,
1931,3,16,47.2,,,61.3,61.7,58.4,,54.100002,
1931,4,16,,,,68.1,73.5,73.200005,,60.3,
1931,5,16,65.3,70.9,,71.0,73.200005,73.9,48.600002,57.9,
1931,6,16,61.3,77.9,,81.4,86.200005,75.4,,49.8,
1931,7,16,66.4,73.0,,69.9,78.8,78.700005,,52.9,
1931,8,16,70.5,74.9,77.3,73.200005,80.6,72.5,46.100002,61.4,43.9
1931,9,16,70.6,72.9,88.700005,70.9,74.3,73.6,39.2,56.2,36.600002
1931,10,16,71.0,70.5,,76.1,75.200005,74.3,46.4,45.0,
1931,11,16,,,,77.4,81.700005,73.4,52.2,62.9,
1931,12,16,57.3,,,72.4,74.8,,,59.100002,
1932,1,16,,,,,,,,60.100002,62.600002
1932,2,15,,,,,,,,56.2,
1932,3,16,47.2,46.8,,67.1,67.200005,66.3,,56.7,
1932,4,16,,62.4,,71.0,77.3,71.9,,65.6,
1932,5,16,63.100002,74.6,,77.0,76.3,69.9,52.9,65.5,
1932,6,16,66.5,79.8,,74.8,77.200005,70.8,,58.0,
1932,7,16,66.9,72.3,,69.4,78.0,70.6,,57.600002,
1932,8,16,77.3,75.700005,72.700005,72.3,79.200005,70.5,46.5,44.5,43.9
1932,9,16,71.3,70.1,71.4,75.6,79.9,72.4,43.100002,54.100002,40.100002
1932,10,16,70.700005,,82.6,81.1,77.4,76.1,44.7,55.600002,37.600002
1932,11,16,,,,75.4,74.0,71.700005,54.9,63.5,
1932,12,16,57.3,,,70.8,73.200005,,55.2,64.1,
1933,1,16,,,,,,,,64.1,
1933,2,15,,,,,,,,60.0,
1933,3,16,47.0,47.4,,63.600002,64.0,66.4,,50.100002,
1933,4,16,,62.0,,60.5,68.8,67.700005,,53.0,
1933,5,16,63.7,74.0,,71.1,71.6,69.3,51.4,68.700005,
1933,6,16,63.600002,73.1,,65.3,72.1,69.9,,62.7,
1933,7,16,64.200005,74.5,,72.3,,72.200005,,42.9,
1933,8,16,69.0,76.200005,59.5,69.6,76.5,70.6,,41.9,43.600002
1933,9,16,75.8,78.6,84.3,72.700005,76.9,73.8,45.0,47.0,35.8
1933,10,16,72.4,70.8,82.3,80.6,77.6,75.9,47.600002,55.0,
1933,11,16,,,,71.700005,61.600002,72.200005,51.5,68.3,
1933,12,16,57.2,,,58.7,66.700005,,55.2,63.5,
1934,1,16,,,,,,,,64.3,
1934,2,15,,,,,,,,57.100002,
1934,3,16,44.600002,47.4,,70.700005,71.200005,74.700005,,60.7,
1934,4,16,,62.3,,59.8,68.200005,68.200005,,50.5,
1934,5,16,64.0,72.700005,,65.0,69.3,,47.3,53.100002,
1934,6,16,63.8,78.4,,72.0,76.0,68.9,,51.8,
1934,7,16,65.9,71.9,,67.200005,75.3,75.5,,41.4,
1934,8,16,74.0,76.0,66.8,69.8,75.9,73.4,46.4,56.9,43.5
1934,9,16,67.8,77.200005,75.8,76.700005,79.9,73.1,46.8,42.2,42.0
1934,10,16,72.3,72.0,,82.6,79.200005,76.0,45.4,51.5,
1934,11,16,,,,73.5,64.9,72.1,54.7,61.4,
1934,12,16,57.600002,,,73.9,74.0,,55.2,63.0,
1935,1,16,,,,,,,,65.8,
1935,2,15,,,,,,,,62.8,
1935,3,16,44.0,46.3,,65.5,64.8,63.5,,53.0,
1935,4,16,,62.8,,68.1,74.0,71.6,,68.3,
1935,5,16,60.600002,75.700005,,76.6,76.9,69.3,51.100002,63.2,
1935,6,16,61.5,81.4,,70.0,75.6,70.0,,49.8,
1935,7,16,63.2,72.200005,,72.6,78.3,73.0,,40.100002,
1935,8,16,71.6,76.700005,71.4,63.0,69.9,70.3,46.5,48.5,43.2
1935,9,16,66.700005,77.1,81.1,76.3,80.700005,77.700005,39.7,46.9,38.4
1935,10,16,67.9,73.6,82.3,84.700005,79.8,76.4,46.5,64.700005,
1935,11,16,,,,76.700005,78.1,73.8,53.0,62.2,
1935,12,16,57.600002,,,69.0,73.700005,,55.2,63.600002,
1936,1,16,,,,,,,,63.5,62.4
1936,2,15,,,,,,,,57.9,
1936,3,16,44.600002,45.100002,,63.2,61.9,69.1,,53.7,
1936,4,16,,62.8,,66.5,72.3,74.4,,66.9,
1936,5,16,59.7,70.700005,,65.200005,72.3,65.9,52.100002,62.9,
1936,6,16,59.8,78.8,,65.9,72.6,68.3,,60.0,
1936,7,16,65.1,73.0,,77.4,84.3,77.4,,60.0,
1936,8,16,65.3,76.200005,70.8,72.9,,74.9,46.7,49.7,43.0
1936,9,16,71.4,75.6,66.700005,71.700005,75.200005,69.3,41.9,57.2,34.100002
1936,10,16,71.6,72.0,82.700005,78.8,75.700005,75.8,45.600002,55.9,
1936,11,16,,,,75.5,70.9,72.6,55.9,65.3,
1936,12,16,57.7,,,75.200005,76.200005,,55.4,61.5,
1937,1,16,,,,,,,,62.2,62.600002
1937,2,15,,,,,,,,64.3,
1937,3,16,48.3,49.100002,,73.0,69.9,74.5,,66.3,
1937,4,16,,62.4,,64.1,71.8,71.5,,66.6,
1937,5,16,59.8,70.700005,,66.6,68.700005,64.5,50.100002,55.3,
1937,6,16,57.8,75.8,,66.200005,75.4,74.0,,56.7,
1937,7,16,65.5,73.4,,63.100002,72.4,73.6,,47.3,
1937,8,16,76.9,74.200005,83.6,65.5,79.0,71.6,46.600002,51.5,42.5
1937,9,16,69.5,75.3,79.5,74.1,77.700005,75.4,42.8,55.9,36.3
1937,10,16,73.200005,73.0,81.9,74.4,74.0,75.5,48.3,56.0,37.7
1937,11,16,,,,75.700005,73.700005,71.9,54.8,62.3,
1937,12,16,,,,72.6,73.8,,54.7,65.5,
1938,1,16,,,,,,,,62.3,
1938,2,15,,,,,,,,57.2,
1938,3,16,45.8,45.600002,,72.8,69.8,64.700005,,45.0,
1938,4,16,,61.2,,70.5,76.3,64.9,,55.4,
1938,5,16,59.100002,73.3,,74.1,74.9,63.5,50.600002,64.4,
1938,6,16,63.5,81.5,,76.200005,78.8,70.4,,53.4,
1938,7,16,63.7,75.5,,64.4,77.0,72.700005,,52.2,
1938,8,16,66.200005,75.8,64.1,68.700005,75.9,64.3,46.4,58.4,42.7
1938,9,16,63.100002,72.4,78.8,69.8,73.8,71.1,44.0,52.2,33.2
1938,10,16,67.9,73.1,81.9,84.6,79.700005,75.1,50.2,54.9,37.600002
1938,11,16,,,,77.0,79.200005,71.3,55.9,58.7,
1938,12,16,57.3,,,82.1,75.200005,,54.7,63.100002,
1939,1,16,,,,,,,,65.200005,
1939,2,15,,,,,,,,55.4,
1939,3,16,48.2,49.100002,,68.4,65.200005,66.6,,65.700005,
1939,4,16,,62.9,,62.7,69.200005,66.200005,,63.4,
