Year,Month,Day,CAN,YAK,TAY,LAN,TOR,NOR,ALT,LOT,PAK
1906,10,16,3.1000001,1.9,2.7,4.6,3.9,6.2000003,2.4,7.0,3.9
1906,11,16,0.7,0.2,0.4,2.7,2.7,5.0,0.6,4.9,3.1000001
1906,12,16,0.4,0.2,0.6,1.7,1.9,3.0,1.3000001,2.3,2.9
1907,1,16,0.3,0.1,0.3,1.2,1.6,2.9,0.5,2.5,2.1000001
1907,2,15,0.2,0.1,0.4,2.1000001,2.2,3.2,0.7,2.3,0.90000004
1907,3,16,0.2,0.1,0.90000004,2.9,2.7,3.8,1.1,3.2,1.2
1907,4,16,1.2,1.3000001,1.8000001,3.8,3.4,4.8,2.2,4.6,3.4
1907,5,16,4.1,2.6000001,3.6000001,4.3,3.3,5.5,3.9,6.9,3.3
1907,6,16,6.8,5.3,6.7000003,8.8,7.1,8.6,4.5,8.400001,3.8
1907,7,16,9.0,7.6,10.400001,9.5,7.5,9.6,6.0,8.3,7.3
1907,8,16,7.8,5.7000003,9.8,8.6,6.5,8.3,7.7000003,9.6,7.6
1907,9,16,5.5,3.7,6.1,6.4,4.8,7.2000003,5.4,8.5,5.9
1907,10,16,2.6000001,2.1000001,2.4,5.2000003,4.5,7.3,2.4,6.7000003,3.4
1907,11,16,0.7,0.3,0.6,3.7,3.7,4.6,0.4,4.7000003,2.8
1907,12,16,0.7,0.0,0.4,1.5,1.8000001,3.0,1.1,3.8,1.7
1908,1,16,0.4,0.1,0.3,1.5,1.9,3.3,0.7,2.0,1.9
1908,2,15,0.4,0.1,0.4,1.3000001,1.4,3.4,0.7,3.1000001,1.5
1908,3,16,0.4,0.2,0.90000004,2.0,1.8000001,3.3,0.90000004,3.1000001,2.0
1908,4,16,1.2,1.1,1.8000001,3.5,3.0,4.5,1.7,4.3,3.8
1908,5,16,3.5,2.9,3.8,4.2000003,3.1000001,5.7000003,4.9,8.0,4.2000003
1908,6,16,7.3,6.0,7.6,7.0,5.1,7.9,5.3,9.900001,5.3
1908,7,16,9.3,8.0,10.6,9.5,7.6,10.2,6.9,9.6,7.8
1908,8,16,7.7000003,5.7000003,10.3,9.6,7.7000003,9.6,7.7000003,8.7,7.1
1908,9,16,5.0,4.9,6.2000003,6.8,5.2000003,7.7000003,4.6,7.7000003,4.9
1908,10,16,1.8000001,2.2,2.5,5.2000003,4.5,6.5,2.3,5.7000003,2.8
1908,11,16,0.7,0.3,0.5,1.9,1.9,3.7,0.90000004,3.6000001,2.7
1908,12,16,0.6,0.0,0.2,2.0,2.3,3.6000001,1.3000001,3.0,1.8000001
1909,1,16,0.1,0.1,0.2,2.2,2.6000001,3.5,0.5,2.2,0.5
1909,2,15,0.2,0.0,0.6,1.5,1.6,2.8,0.8,2.1000001,1.4
1909,3,16,1.0,0.1,0.6,1.4,1.2,2.8,0.2,2.9,2.7
1909,4,16,0.5,1.4,1.5,2.2,1.9,4.2000003,2.5,5.4,4.1
1909,5,16,3.1000001,3.0,3.2,3.9,2.8,5.1,3.1000001,6.2000003,4.3
1909,6,16,6.8,4.9,6.6,6.7000003,4.9,7.9,6.0,7.5,5.0
1909,7,16,9.7,7.9,10.900001,9.5,7.6,9.6,8.8,8.400001,7.0
1909,8,16,7.8,7.2000003,9.8,9.5,7.3,8.8,7.7000003,9.6,7.9
1909,9,16,5.3,3.9,5.7000003,6.9,5.3,7.5,3.6000001,7.7000003,4.6
1909,10,16,2.4,2.1000001,2.3,4.5,3.8,6.6,1.4,6.8,3.1000001
1909,11,16,0.5,0.1,0.7,1.4,1.4,3.5,1.7,3.5,3.6000001
1909,12,16,0.4,0.1,0.3,1.5,1.7,2.9,0.6,3.8,1.9
1910,1,16,0.3,0.2,0.3,1.6,1.8000001,2.7,0.5,3.2,1.9
1910,2,15,0.2,0.1,0.7,2.7,3.0,3.9,0.5,3.5,1.9
1910,3,16,0.5,0.2,0.6,2.8,2.6000001,4.1,0.6,3.5,1.7
1910,4,16,0.8,1.3000001,1.5,3.5,3.1000001,4.8,1.8000001,4.8,2.6000001
1910,5,16,2.8,2.5,3.7,5.2000003,4.2000003,6.5,4.3,6.4,5.1
1910,6,16,7.0,6.3,6.4,7.3,5.7000003,8.5,5.2000003,9.3,5.2000003
1910,7,16,9.6,9.5,10.3,9.3,7.5,10.3,7.5,8.8,7.6
1910,8,16,7.3,7.6,10.0,8.8,7.0,10.2,7.5,9.400001,7.7000003
1910,9,16,5.6,4.7000003,6.2000003,6.8,5.2000003,7.8,4.0,7.5,5.8
1910,10,16,2.5,2.1000001,2.2,3.6000001,3.1000001,5.8,2.1000001,6.6,3.5
1910,11,16,0.8,0.3,0.3,2.3,2.3,3.6000001,0.2,3.6000001,2.2
1910,12,16,0.4,0.1,0.2,1.5,1.8000001,3.6000001,1.0,4.2000003,0.8
1911,1,16,0.2,0.1,0.3,1.6,2.0,3.1000001,0.6,2.2,1.5
1911,2,15,0.4,0.2,0.4,1.5,1.8000001,3.4,0.90000004,3.1000001,1.6
1911,3,16,0.5,0.3,0.6,2.3,2.1000001,3.3,0.8,3.6000001,2.0
1911,4,16,0.5,1.0,1.8000001,3.1000001,2.7,4.4,2.7,4.6,3.2
1911,5,16,3.5,2.1000001,3.7,5.1,4.1,6.8,2.9,7.4,4.8
1911,6,16,6.6,5.0,6.5,7.2000003,5.5,8.2,5.7000003,8.3,5.7000003
1911,7,16,9.2,7.1,10.7,9.8,7.7000003,10.0,7.6,11.8,7.0
1911,8,16,7.4,7.2000003,9.900001,9.7,7.7000003,10.2,6.4,11.8,7.9
1911,9,16,5.1,2.7,6.1,7.6,6.0,8.0,4.4,9.2,6.1
1911,10,16,3.0,1.4,2.7,3.2,2.6000001,5.0,3.1000001,5.7000003,3.4
1911,11,16,0.6,0.4,0.5,2.3,2.2,3.7,2.2,4.8,1.4
1911,12,16,0.7,0.0,0.2,2.6000001,3.0,4.2000003,0.6,4.2000003,1.1
1912,1,16,0.4,0.0,0.4,0.7,1.0,2.3,0.90000004,3.2,1.7
1912,2,15,0.4,0.0,0.4,0.8,1.0,2.9,1.1,4.1,2.3
1912,3,16,0.90000004,0.0,0.5,2.5,2.3,4.1,0.4,4.8,2.3
1912,4,16,1.2,0.7,2.1000001,2.3,2.0,4.2000003,2.2,4.7000003,3.8
1912,5,16,3.4,3.0,3.6000001,4.7000003,3.8,6.0,4.2000003,7.2000003,4.3
1912,6,16,6.4,6.0,6.2000003,7.9,6.4,8.900001,4.5,8.7,5.5
1912,7,16,8.8,6.7000003,9.8,9.5,7.7000003,11.1,7.1,9.8,8.2
1912,8,16,7.5,6.1,9.8,9.5,7.8,10.1,5.6,8.1,7.6
1912,9,16,5.4,3.8,6.1,6.7000003,5.1,7.1,3.5,6.2000003,4.6
1912,10,16,2.9,0.90000004,1.8000001,3.7,3.1000001,5.7000003,1.4,5.1,3.7
1912,11,16,0.7,0.2,0.5,2.5,2.5,4.0,0.6,3.5,1.9
1912,12,16,0.5,0.0,0.3,1.6,1.9,3.8,0.5,4.0,1.7
1913,1,16,0.2,0.1,0.2,1.2,1.3000001,2.5,0.90000004,3.6000001,2.3
1913,2,15,0.5,0.0,0.3,1.7,2.0,3.6000001,0.90000004,3.0,1.5
1913,3,16,0.5,0.2,1.1,1.9,1.8000001,3.8,1.6,4.5,1.6
1913,4,16,1.0,0.90000004,1.6,3.6000001,3.3,4.9,1.0,5.2000003,3.5
1913,5,16,2.7,2.5,3.5,5.0,4.0,6.4,3.6000001,6.9,4.9
1913,6,16,6.8,5.3,7.0,7.3,5.5,8.1,5.7000003,8.7,4.8
1913,7,16,9.8,8.0,9.8,10.6,8.5,10.2,6.2000003,8.1,7.4
1913,8,16,7.5,6.4,9.6,9.6,7.7000003,9.5,5.9,8.900001,7.9
1913,9,16,5.1,4.2000003,6.1,7.0,5.4,7.9,3.6000001,7.9,5.2000003
1913,10,16,2.1000001,1.2,2.4,3.7,3.1000001,6.1,3.1000001,6.7000003,3.9
1913,11,16,0.8,0.1,0.5,3.3,3.4,5.2000003,1.9,5.6,2.3
1913,12,16,0.6,0.1,0.7,1.3000001,1.5,3.1000001,1.6,3.4,2.0
1914,1,16,0.3,0.0,0.5,1.6,1.9,2.8,1.9,1.8000001,2.5
1914,2,15,0.6,0.2,0.6,1.6,1.9,4.1,1.8000001,3.9,1.6
1914,3,16,0.7,0.0,0.7,2.0,1.8000001,3.4,0.90000004,4.3,2.2
1914,4,16,0.90000004,0.7,1.8000001,3.6000001,3.3,5.2000003,2.7,6.1,3.6000001
1914,5,16,3.0,2.5,3.7,4.8,3.6000001,5.4,3.4,6.4,4.7000003
1914,6,16,6.8,6.5,6.4,7.8,6.0,8.5,5.6,7.9,6.1
1914,7,16,8.5,9.0,9.400001,10.900001,9.1,11.8,6.0,9.3,7.5
1914,8,16,8.5,6.6,10.5,9.5,7.7000003,10.3,7.5,10.0,7.9
1914,9,16,4.9,4.4,6.1,7.2000003,5.6,8.1,4.9,7.8,5.6
1914,10,16,3.3,1.5,2.3,4.5,3.7,5.9,1.6,5.7000003,3.0
1914,11,16,1.1,0.1,0.5,2.8,2.7,4.0,1.1,4.0,3.0
1914,12,16,0.6,0.1,0.3,1.7,2.0,3.7,0.90000004,4.1,1.3000001
1915,1,16,0.7,0.1,0.3,1.1,1.3000001,2.6000001,0.5,3.1000001,1.8000001
1915,2,15,0.3,0.0,0.2,1.3000001,1.5,3.2,0.90000004,3.2,1.5
1915,3,16,0.90000004,0.2,0.7,1.4,1.1,2.9,1.1,3.4,3.1000001
1915,4,16,2.0,0.7,1.9,3.2,2.7,4.4,2.4,4.6,3.8
1915,5,16,3.1000001,3.1000001,4.0,4.3,3.1000001,5.1,5.0,8.2,6.5
1915,6,16,7.5,5.3,7.7000003,6.8,4.8,7.1,7.9,9.8,5.8
1915,7,16,10.2,6.3,11.3,11.5,9.3,9.900001,8.8,9.1,7.6
1915,8,16,8.6,6.0,10.400001,9.6,7.7000003,9.8,7.4,9.0,8.5
1915,9,16,5.8,3.3,5.9,6.5,4.8,6.9,4.5,7.2000003,6.6
1915,10,16,2.0,0.8,1.9,4.3,3.4,5.1,1.5,5.0,3.9
1915,11,16,1.0,0.1,0.6,1.9,1.9,3.4,1.4,3.2,2.7
1915,12,16,0.6,0.0,0.2,0.5,0.7,2.0,1.2,4.8,2.0
1916,1,16,0.3,0.0,0.4,1.5,1.9,3.3,0.7,4.3,2.0
1916,2,15,0.3,0.0,0.4,1.8000001,2.0,3.2,0.8,3.4,1.1
1916,3,16,0.2,0.4,0.6,1.4,1.2,2.9,0.4,3.8,3.3
1916,4,16,2.0,0.8,1.7,3.0,2.7,4.8,1.6,5.2000003,4.4
1916,5,16,3.5,2.9,3.3,4.6,3.7,6.2000003,3.8,7.5,4.3
1916,6,16,7.2000003,5.3,6.2000003,7.9,6.3,8.5,6.2000003,7.2000003,5.6
1916,7,16,9.3,7.7000003,9.400001,11.8,10.0,11.2,8.0,9.2,7.2000003
1916,8,16,8.1,7.9,9.8,9.2,7.3,9.5,7.1,9.7,8.2
1916,9,16,5.8,3.2,6.9,6.5,4.8,7.1,5.3,7.3,5.5
1916,10,16,3.2,1.7,2.7,3.4,2.7,5.3,2.7,6.2000003,3.5
1916,11,16,0.90000004,0.2,0.3,3.2,3.2,4.8,1.2,4.5,1.2
1916,12,16,0.4,0.1,0.2,1.5,1.8000001,3.3,0.3,3.6000001,1.5
1917,1,16,0.2,0.1,0.3,1.1,1.4,2.1000001,0.6,2.3,2.0
1917,2,15,0.5,0.2,0.4,0.8,1.1,2.7,0.7,1.9,2.7
1917,3,16,0.7,0.2,0.8,1.2,1.0,2.7,0.8,2.8,2.5
1917,4,16,1.1,1.2,1.8000001,2.4,2.0,3.8,2.3,3.9,2.7
1917,5,16,2.8,3.3,3.9,3.9,2.9,5.3,5.2000003,8.2,2.8
1917,6,16,6.3,6.2000003,6.9,8.0,6.3,8.900001,5.2000003,10.3,5.1
1917,7,16,8.7,8.400001,10.1,9.1,7.0,9.6,6.9,10.0,7.8
1917,8,16,8.1,7.8,9.2,10.8,9.0,11.2,5.9,9.5,7.8
1917,9,16,5.6,4.0,6.4,6.8,5.2000003,7.8,5.1,9.3,5.2000003
1917,10,16,2.4,1.4,2.1000001,4.5,3.7,5.8,2.9,4.9,2.9
1917,11,16,0.5,0.2,0.5,2.4,2.4,4.3,1.7,4.6,1.7
1917,12,16,0.5,0.4,0.4,1.3000001,1.7,3.1000001,0.4,2.0,1.6
1918,1,16,0.4,0.2,0.5,0.6,0.90000004,2.2,1.0,3.0,1.2
1918,2,15,0.3,0.0,0.4,1.7,1.9,3.4,0.90000004,3.4,1.6
1918,3,16,0.1,0.5,0.90000004,2.5,2.3,3.6000001,1.4,3.4,2.1000001
1918,4,16,1.0,1.2,1.7,3.6000001,3.3,5.1,1.8000001,5.5,2.7
1918,5,16,2.7,3.1000001,3.3,4.7000003,3.7,6.2000003,3.2,8.0,6.2000003
1918,6,16,6.2000003,5.7000003,6.4,8.0,6.3,8.0,5.8,7.1,5.6
1918,7,16,9.2,6.4,11.0,11.1,9.5,11.3,7.6,9.6,6.9
1918,8,16,7.9,6.8,10.0,8.6,7.0,9.8,7.7000003,9.6,8.0
1918,9,16,5.7000003,3.7,6.6,7.0,5.4,7.2000003,4.7000003,8.400001,4.8
1918,10,16,2.3,1.6,2.2,4.8,4.1,6.4,2.4,5.3,3.4
1918,11,16,0.8,0.2,0.6,3.9,3.9,5.0,1.0,4.1,1.8000001
1918,12,16,0.5,0.1,0.2,1.7,1.9,3.3,0.0,4.6,1.1
1919,1,16,0.4,0.1,0.2,1.8000001,2.1000001,3.3,0.1,3.2,0.90000004
1919,2,15,0.4,0.1,0.3,1.0,1.2,2.5,1.3000001,2.7,1.3000001
1919,3,16,0.2,0.1,0.8,1.8000001,1.6,3.1000001,0.7,3.6000001,2.2
1919,4,16,1.5,1.5,1.7,2.7,2.3,4.1,1.8000001,4.2000003,3.5
1919,5,16,3.0,3.0,3.4,5.7000003,4.7000003,6.9,3.8,6.7000003,4.4
1919,6,16,6.1,5.6,6.4,9.1,7.2000003,8.5,4.6,8.6,5.4
1919,7,16,9.5,7.3,10.400001,10.6,8.5,10.5,8.1,7.8,8.0
1919,8,16,8.400001,7.2000003,9.8,9.3,7.1,8.6,7.0,10.3,7.5
1919,9,16,5.6,4.5,6.1,7.0,5.3,7.4,4.4,9.2,4.7000003
1919,10,16,2.1000001,1.7,2.4,3.6000001,2.8,5.1,3.0,4.3,3.1000001
1919,11,16,0.6,0.3,0.6,1.8000001,1.7,3.0,0.90000004,3.3,1.9
1919,12,16,0.4,0.1,0.4,1.1,1.3000001,2.6000001,1.0,3.7,1.5
1920,1,16,0.3,0.2,0.3,1.5,1.8000001,3.0,0.8,3.9,1.8000001
1920,2,15,0.90000004,0.2,0.4,2.1000001,2.2,3.7,0.8,3.8,0.8
1920,3,16,0.3,0.5,0.90000004,3.4,3.2,4.6,1.9,4.4,2.0
1920,4,16,0.5,1.5,1.7,4.0,3.5,5.3,2.2,5.9,2.5
1920,5,16,2.4,3.3,3.5,6.0,4.9,6.8,3.5,8.6,2.7
1920,6,16,6.6,5.3,6.7000003,8.2,6.2000003,8.400001,7.2000003,8.8,4.6
1920,7,16,9.0,8.2,10.1,11.3,9.0,10.6,8.8,9.5,7.4
1920,8,16,7.8,6.9,9.900001,9.8,7.6,9.400001,7.4,8.6,7.4
1920,9,16,5.1,3.6000001,5.6,8.3,6.6,8.400001,3.4,8.6,5.8
1920,10,16,2.1000001,1.2,2.1000001,4.5,3.8,5.9,2.9,5.9,4.0
1920,11,16,1.0,0.2,0.6,3.3,3.3,4.7000003,1.2,3.8,2.5
1920,12,16,0.5,0.1,0.2,2.1000001,2.4,3.6000001,0.3,3.4,1.1
1921,1,16,0.3,0.1,0.5,1.1,1.4,2.9,1.0,4.5,1.6
1921,2,15,0.3,0.2,0.4,1.7,1.9,3.4,1.2,3.2,1.8000001
1921,3,16,0.5,0.2,1.1,2.6000001,2.4,4.2000003,1.6,4.0,2.0
1921,4,16,1.1,0.90000004,1.6,4.4,3.9,5.4,1.7,4.8,4.4
1921,5,16,3.1000001,2.5,3.1000001,5.6,4.3,5.9,2.8,7.8,4.6
1921,6,16,7.2000003,6.0,6.5,7.6,5.8,7.2000003,5.7000003,8.900001,5.0
1921,7,16,9.6,6.3,11.900001,9.6,7.4,9.2,9.3,11.7,7.9
1921,8,16,8.2,6.7000003,9.7,9.7,7.6,9.1,7.3,9.8,7.4
1921,9,16,4.7000003,4.4,6.3,7.0,5.3,7.2000003,4.7000003,9.1,5.5
1921,10,16,2.7,1.4,2.5,3.6000001,2.9,5.5,3.3,7.4,3.0
1921,11,16,0.6,0.6,0.6,2.1000001,2.1000001,3.5,1.3000001,3.1000001,2.3
1921,12,16,0.7,0.1,0.3,1.8000001,2.1000001,3.6000001,1.2,3.3,2.3
1922,1,16,0.6,0.1,0.3,1.2,1.5,2.4,0.3,2.6000001,1.8000001
1922,2,15,0.3,0.1,0.2,1.5,1.8000001,2.9,0.7,2.9,2.2
1922,3,16,0.2,0.2,1.2,1.8000001,1.5,3.4,2.0,3.8,3.4
1922,4,16,1.2,0.90000004,1.6,3.2,2.8,4.3,1.9,4.5,4.1
1922,5,16,2.6000001,2.5,4.0,5.7000003,4.4,5.9,3.7,8.1,4.4
1922,6,16,6.4,5.7000003,7.7000003,8.900001,6.9,7.9,6.6,9.400001,4.9
1922,7,16,8.5,6.7000003,11.2,11.6,9.6,10.7,9.1,8.8,8.1
1922,8,16,7.5,5.6,10.400001,10.0,8.1,9.7,7.8,9.2,8.3
1922,9,16,4.7000003,3.5,5.9,8.0,6.1,7.5,3.8,7.3,5.2000003
1922,10,16,3.2,1.1,2.3,4.4,3.5,5.2000003,2.6000001,5.1,2.9
1922,11,16,1.0,0.2,0.5,2.4,2.4,4.0,1.2,3.6000001,2.4
1922,12,16,0.5,0.2,0.4,1.3000001,1.6,3.6000001,1.2,3.7,2.2
1923,1,16,0.3,0.1,0.3,2.1000001,2.3,3.4,0.6,3.3,1.5
1923,2,15,0.7,0.1,0.4,1.4,1.6,2.8,0.5,4.1,1.5
1923,3,16,0.3,0.4,0.7,2.7,2.6000001,4.1,1.6,4.3,2.8
1923,4,16,1.3000001,1.1,1.5,2.9,2.5,4.2000003,2.7,5.1,3.9
1923,5,16,3.0,2.5,3.6000001,4.8,3.8,5.7000003,4.0,6.7000003,4.0
1923,6,16,7.4,5.2000003,6.8,7.0,4.9,6.8,6.9,6.9,6.1
1923,7,16,9.2,6.4,10.6,10.3,8.0,9.900001,8.8,11.7,6.2000003
1923,8,16,8.900001,6.3,10.7,8.900001,7.1,9.400001,7.9,9.900001,7.8
1923,9,16,5.8,3.3,7.0,7.3,5.7000003,7.8,5.2000003,7.8,4.8
1923,10,16,3.4,1.4,2.5,4.7000003,3.9,6.0,3.8,7.2000003,2.8
1923,11,16,1.3000001,0.2,0.4,2.6000001,2.4,3.6000001,1.4,3.9,1.6
1923,12,16,0.4,0.1,0.4,1.6,1.8000001,2.9,1.3000001,3.0,1.0
1924,1,16,0.6,0.1,0.2,1.6,2.1000001,3.2,0.8,2.6000001,1.2
1924,2,15,0.4,0.1,0.4,1.1,1.3000001,2.6000001,0.4,2.4,1.7
1924,3,16,1.1,0.3,1.0,1.5,1.3000001,2.7,0.6,3.4,3.0
1924,4,16,0.2,0.90000004,1.6,2.9,2.4,4.2000003,2.4,5.2000003,3.8
1924,5,16,3.6000001,2.5,4.0,5.1,3.9,5.8,4.4,8.1,2.0
1924,6,16,6.7000003,5.5,6.2000003,7.3,5.6,7.9,4.5,9.0,5.3
1924,7,16,8.7,6.2000003,11.0,11.0,9.1,10.8,10.0,9.900001,8.6
1924,8,16,7.9,7.1,9.900001,10.7,8.8,10.8,7.7000003,8.1,8.1
1924,9,16,5.3,4.3,6.1,7.8,6.1,8.400001,5.1,8.6,4.4
1924,10,16,2.2,1.2,2.4,5.6,4.9,6.9,2.6000001,6.4,3.4
1924,11,16,1.0,0.3,0.6,2.9,2.8,4.6,2.3,4.5,2.0
1924,12,16,0.3,0.1,0.4,2.5,2.9,4.7000003,1.6,3.7,1.8000001
1925,1,16,0.1,0.2,0.3,3.1000001,3.3,4.0,1.4,3.7,0.90000004
1925,2,15,0.1,0.1,0.4,1.8000001,2.0,3.5,0.8,4.0,0.8
1925,3,16,0.3,0.3,0.6,1.5,1.3000001,2.9,1.1,2.9,3.0
1925,4,16,0.90000004,0.90000004,1.6,3.6000001,3.2,4.8,1.7,5.4,4.3
1925,5,16,3.2,2.8,3.3,5.2000003,4.2000003,6.5,3.1000001,7.5,4.5
1925,6,16,6.9,5.0,6.0,8.2,6.4,8.400001,5.0,8.900001,4.7000003
1925,7,16,8.7,7.6,9.2,11.7,9.900001,11.8,6.5,10.1,7.4
1925,8,16,7.9,6.2000003,9.5,10.1,8.3,10.8,7.5,9.900001,7.3
1925,9,16,5.6,3.7,6.2000003,7.6,6.0,8.0,5.2000003,6.8,5.3
1925,10,16,3.0,1.8000001,2.8,3.5,2.7,5.0,3.5,6.2000003,3.8
1925,11,16,1.4,0.3,0.8,1.9,1.8000001,3.3,2.2,3.7,1.6
1925,12,16,0.8,0.2,0.4,1.2,1.4,2.6000001,1.3000001,3.0,1.9
1926,1,16,0.4,0.0,0.4,1.3000001,1.7,3.0,0.90000004,3.0,2.0
