Year,Month,Precipitation,Temperature,VPD
1919,8,2.26452,13.3,3.1144460455261527
1919,9,2.08,10.1,1.8296403792553144
1919,10,1.35484,2.5,0.9296897375408396
1919,11,0.803333,-7.6,-0.5387406170103453
1919,12,1.21935,-11.0,-0.1609408081415897
1920,1,0.748387,-13.4,-0.5182037876487378
1920,2,1.11034,-7.2,-0.0264118932007417
1920,3,0.551613,-0.8,1.0416984588141318
1920,4,2.79,4.6,2.587569092960776
1920,5,0.858065,11.7,5.605003692373208
1920,6,2.26,14.0,4.419767264807245
1920,7,3.17419,18.2,6.590287911375087
1920,8,1.46774,15.1,3.38652718046657
1920,9,1.65333,11.0,2.387406429431884
1920,10,0.496774,0.5,0.3605908822021506
1920,11,1.30333,-1.6,0.1782388509561361
1920,12,0.63871,-6.4,-0.1907743720833887
1921,1,0.858065,-12.2,-0.4009111900708886
1921,2,0.37931,-11.4,-0.4435773753462397
1921,3,1.5871,-1.6,0.6782388509561361
1921,4,2.17667,5.5,3.131906225517296
1921,5,2.07097,12.0,5.877489694500172
1921,6,2.55333,14.6,5.147147057386313
1921,7,2.56452,14.0,3.7197672648072455
1921,8,1.43226,14.0,3.119767264807246
1921,9,1.95,8.2,1.2563808864184427
1921,10,2.09677,0.0,0.2277649430079575
1921,11,0.666667,-7.9,-0.620669664592326
1921,12,1.2129,-9.5,-0.4258605133096402
1922,1,0.787097,-11.9,0.0568758520806347
1922,2,0.627586,-11.1,-0.3818548345937729
1922,3,0.96129,-6.4,-0.0907743720833886
1922,4,0.916667,0.3,1.370309909905273
1922,5,2.36452,7.8,2.666937932239221
1922,6,1.74333,13.8,4.615359213643513
1922,7,2.69677,16.3,4.844785946449182
1922,8,2.14839,13.8,3.215359213643513
1922,9,1.51333,9.9,1.866627571244884
1922,10,1.1871,0.9,0.5446630648386677
1922,11,1.42667,-4.1,-0.1246695765761858
1922,12,0.893548,-9.5,-0.4258605133096402
1923,1,0.809677,-7.1,-0.0977673285226328
1923,2,0.227586,-14.8,-0.1456397848188724
1923,3,0.0354839,-6.4,0.2092256279166116
1923,4,0.546667,-1.9,1.3475257396057727
1923,5,1.84516,5.5,2.8319062255172955
1923,6,2.67667,10.7,3.1303570812863644
1923,7,2.88065,15.6,4.441356412631146
1923,8,1.79677,11.1,1.4740974319314812
1923,9,3.82,9.4,1.4674271339904337
1923,10,2.96774,4.0,0.2411377578644797
1923,11,3.11667,-1.2,0.1572186243012394
1923,12,1.10645,-7.6,0.0612593829896548
1924,1,0.816129,-13.0,-0.0481692736198098
1924,2,1.62414,-11.2,-0.3025981025879645
1924,3,1.9129,-6.7,0.6191090669615282
1924,4,1.01333,-1.4,1.167050513549274
1924,5,1.90968,7.1,2.976882635268211
1924,6,2.34333,11.7,3.805003692373207
1924,7,1.0871,15.7,5.0542089659598215
1924,8,1.33548,15.8,4.167697462927601
1924,9,2.93,10.8,2.2155387659556407
1924,10,1.35806,4.5,0.6289321993305323
1924,11,1.2,-2.1,-0.137975363938656
1924,12,0.735484,-5.1,-0.0747281075145962
1925,1,0.687097,-4.1,0.4753314234238139
1925,2,1.44138,-5.5,0.092711168437428
1925,3,0.606452,-8.5,-0.078750458318717
1925,4,0.893333,2.5,1.8296897375408392
1925,5,0.983871,8.2,3.0563808864184425
1925,6,2.52667,11.4,2.037229478714311
1925,7,0.390323,18.9,7.518346512531446
1925,8,3.49032,14.3,2.830781520400325
1925,9,3.48333,8.6,1.4528462726065854
1925,10,1.64516,0.0999999,0.2811818568853708
1925,11,0.94,-6.6,-0.2510890721102088
1925,12,0.880645,-11.2,-0.1025981025879643
1926,1,0.564516,-15.1,-0.0909817942337696
1926,2,0.503448,-11.7,-0.503796709270421
1926,3,0.651613,-5.4,1.02546355530307
1926,4,0.813333,-1.2,1.3572196243012389
1926,5,2.00645,7.4,3.484374717875979
1926,6,2.03667,13.6,4.013272547283789
1926,7,1.22581,15.4,4.717547031223754
1926,8,1.72581,13.1,2.9180649319238423
1926,9,1.45333,8.5,1.3780636796622243
1926,10,0.945161,-0.1,0.1782281707184729
1926,11,1.91667,-1.6,-0.2217611490438642
1926,12,1.34194,-10.3,-0.3096542302039333
1927,1,1.6,-14.1,-0.7352659444692073
1927,2,1.15172,-8.8,-0.454984097683496
1927,3,1.37097,-4.9,0.1931216871905343
1927,4,1.29667,-0.1,1.178228170718473
1927,5,1.49355,5.7,2.957015701038575
1927,6,2.67,12.9,3.823927335400878
1927,7,1.53871,19.0,7.653855947448429
1927,8,2.9,16.1,4.512009083943008
1927,9,1.66667,8.1,0.8833674095575628
1927,10,1.10968,0.3,0.3703099099052727
1927,11,0.933333,-6.1,-0.0984994908575305
1927,12,0.729032,-10.4,0.0682005989967788
1928,1,1.00323,-9.3,0.0219802114551024
1928,2,0.589655,-9.7,0.127066706804598
1928,3,0.554839,-5.1,0.9252718924854038
1928,4,0.203333,0.5,1.9605908822021512
1928,5,1.2,7.9,2.838648161983259
1928,6,1.66333,10.6,3.1456734957785883
1928,7,3.27097,13.9,3.617271655032385
1928,8,1.90968,13.2,2.715973676331433
1928,9,2.17333,8.3,1.2298332535665093
1928,10,3.46129,1.5,0.629742569512068
1928,11,1.57667,-2.9,-0.4672165682023275
1928,12,1.16452,-6.8,-0.0104580332797601
1929,1,0.483871,-13.5,-0.2353500102141776
1929,2,0.534483,-17.1,-0.3653890768909007
1929,3,1.14516,-7.1,0.702232671477367
1929,4,0.89,-4.4,0.3674436460172576
1929,5,1.6129,8.9,3.779890973607195
1929,6,0.656667,12.2,4.561799451876819
1929,7,3.0871,15.3,4.8065841793417885
1929,8,2.28387,14.3,3.230781520400326
1929,9,2.39,8.5,1.6780636796622233
1929,10,2.52581,4.5,0.5289321993305327
1929,11,2.26,0.0,0.3277639430079571
1929,12,1.53548,-2.6,0.6538945143556125
1930,1,1.57419,-3.9,0.9486628445609512
1930,2,0.896552,-9.7,-0.0729332931954021
1930,3,0.903226,-5.2,0.0917421001408578
1930,4,0.493333,1.5,1.6297435695120672
1930,5,0.851613,9.2,3.911029461967431
1930,6,0.976667,13.6,5.413272547283789
1930,7,0.812903,16.1,6.012009083943008
1930,8,3.29355,15.5,3.82913677361846
1930,9,1.74667,6.7,1.106022723293577
1930,10,1.27742,3.1,0.7451525421367995
1930,11,1.92333,-1.9,0.4475237396057725
1930,12,0.777419,-9.7,-0.3729332931954019
1931,1,1.22903,-12.5,-0.3572816499942006
1931,2,0.744828,-11.5,0.3361841341177434
1931,3,0.567742,-7.7,0.433731611518497
1931,4,1.28,1.1,1.8384802416779105
1931,5,1.0129,9.5,3.9463246185200846
1931,6,2.96667,11.5,3.925968332773525
1931,7,1.56452,18.1,6.460597178298352
1931,8,4.1129,15.7,4.154208965959821
1931,9,1.91,6.9,1.2406317845634671
1931,10,2.41935,2.1,0.2259069971141203
1931,11,0.55,-2.0,-0.0953880873237693
1931,12,1.07097,-7.7,-0.6662683884815026
1932,1,1.03548,-6.0,0.2327464014538978
1932,2,0.427586,-11.9,0.1568758520806348
1932,3,0.306452,-7.8,0.3064224490282798
1932,4,1.48,2.0,1.3757619627859263
1932,5,0.903226,7.9,3.238648161983259
1932,6,2.70333,12.2,4.061799451876819
1932,7,0.990323,18.4,6.95181936900271
1932,8,1.14194,16.2,4.628071882319555
1932,9,3.4,9.6,1.5256910222779432
1932,10,2.26774,2.6,0.6814437921613195
1932,11,0.91,-2.3,0.2778168951465156
1932,12,1.38387,-2.3,0.8778178951465163
1933,1,0.445161,-10.8,-0.5185954186189781
1933,2,1.37586,-11.7,-0.0037967092704209
1933,3,1.5,-6.6,0.6489109278897915
1933,4,0.433333,0.0,1.3277649430079572
1933,5,0.758065,5.1,2.6862494612891314
1933,6,2.31333,14.7,6.553804879549077
1933,7,3.07419,17.9,6.103349051113064
1933,8,2.07097,13.0,3.220717064077089
1933,9,1.21667,8.7,1.5280768238890978
1933,10,1.70645,3.1,0.7451525421367995
1933,11,1.39667,-4.8,0.0274453915573475
1933,12,0.732258,-9.7,0.3270667068045982
1934,1,0.783871,-5.5,0.3927111684374282
1934,2,1.0069,-9.4,-0.5020368431812781
1934,3,0.929032,-5.3,-0.0415267379938182
1934,4,1.48333,0.9,1.444663064838668
1934,5,2.16129,11.3,5.249006414098005
1934,6,1.87667,13.0,4.920716064077089
1934,7,3.12581,17.8,5.975785033304099
1934,8,1.40968,14.9,3.1689419587901906
1934,9,1.78,12.2,2.5617994518768192
1934,10,3.85806,4.7,0.8465697937967995
1934,11,2.21667,-0.8,0.0416984588141318
1934,12,0.545161,-6.9,-0.3397920338601503
1935,1,0.996774,-10.9,-0.0398547599775773
1935,2,1.1931,-8.3,-0.5268984907723397
1935,3,1.04516,-4.7,0.4620374542649235
1935,4,1.06667,0.5,1.4605908822021512
1935,5,0.764516,5.3,2.8083228040686024
1935,6,2.35667,13.9,5.017271655032385
1935,7,3.02903,14.6,4.347147057386314
1935,8,3.06452,13.6,2.913272547283789
1935,9,3.23,8.2,1.0563808864184434
1935,10,2.45161,4.7,0.9465697937967992
1935,11,0.756667,-1.4,-0.1329494864507259
1935,12,1.02903,-5.0,-0.1409355269389651
1936,1,1.38065,-9.3,-1.2780197885448974
1936,2,0.7,-16.0,-0.2202806781977691
1936,3,0.677419,-4.5,0.1320341845730874
1936,4,1.04667,1.6,1.3783236953158289
1936,5,1.27419,10.0,4.747893523247528
1936,6,1.98667,17.2,7.525034866692012
1936,7,1.2129,18.1,6.060597178298352
1936,8,0.964516,15.6,4.941356412631146
1936,9,1.32333,9.5,2.546324618520085
1936,10,1.40645,0.8,0.4982021959498723
1936,11,0.926667,0.4,0.4153054778598397
1936,12,1.11613,-1.4,0.6670495135492738
1937,1,1.2129,-8.8,-0.6549840976834962
1937,2,1.69655,-11.1,-0.2818548345937728
1937,3,1.56774,-4.7,-0.2379625457350762
1937,4,0.136667,4.2,2.3551851539971755
1937,5,2.45161,9.3,4.38899620109713
1937,6,0.663333,16.4,7.162154376080146
1937,7,1.42258,16.3,5.244785946449182
1937,8,1.90645,17.0,4.580281712573592
1937,9,3.80667,9.9,1.9666275712448835
1937,10,0.764516,4.9,1.2656703586847895
1937,11,2.53333,0.6,0.706167727519027
1937,12,0.503226,-10.7,-0.497161504308325
1938,1,1.14516,-9.4,-0.6020368431812777
1938,2,0.493103,-4.6,0.1968997548961097
1938,3,1.78065,-2.4,0.5361930444224354
1938,4,1.04667,0.6,1.6061677275190265
1938,5,1.85484,7.3,3.414792377926456
1938,6,3.99333,13.7,4.71402711569208
1938,7,1.72581,19.9,7.30727586616171
1938,8,1.27097,17.0,5.380281712573591
1938,9,2.21667,12.4,2.5482557255216136
1938,10,1.76774,4.8,0.7059362351399097
1938,11,2.55,1.9,0.5259313283557328
1938,12,0.832258,-5.7,-0.2720288365857399
1939,1,1.37742,-11.0,-0.2609408081415898
1939,2,0.796552,-6.9,-0.3397920338601503
1939,3,0.316129,-4.4,0.6674426460172578
1939,4,0.86,-1.2,1.057218624301239
1939,5,0.796774,6.3,3.441662278154501
1939,6,1.57333,14.4,6.435638275381336
1939,7,3.30323,16.4,5.062154376080146
1939,8,2.79355,17.0,5.980281712573593
1939,9,1.34667,6.8,1.9731230935205124
1939,10,0.73871,0.7,0.95203762569749
1939,11,1.95333,-0.2,0.3290615899463862
1939,12,0.806452,-8.2,-0.0006591666931923
1940,1,0.870968,-16.8,-0.1271631299013087
1940,2,0.927586,-16.3,-0.1612222755528092
1940,3,0.735484,-11.2,0.0974018974120354
1940,4,0.536667,-0.4,1.8318291117968848
1940,5,0.409677,9.5,5.2463246185200845
1940,6,2.74667,13.5,5.013092705546802
1940,7,3.99355,16.9,5.558921329310721
1940,8,2.3129,15.2,3.6962452234279386
1940,9,2.91333,10.3,1.8945865193131384
1940,10,0.503226,2.8,0.6859342600235037
1940,11,1.78,-1.5,0.4224762746699033
1940,12,0.909677,-9.0,-0.2047941772786119
1941,1,0.367742,-17.1,-0.2653890768909008
1941,2,0.77931,-12.0,-0.1625458528521699
1941,3,0.619355,-10.2,0.1126720380702273
1941,4,0.526667,-2.1,1.562024636061344
1941,5,0.467742,4.4,2.870656187971313
1941,6,1.27,10.7,3.830356081286365
1941,7,0.777419,19.5,8.042611872540702
1941,8,2.50323,14.5,3.241092490399259
1941,9,0.743333,6.7,1.5060227232935777
1941,10,1.44516,-1.0,0.3487606951723574
1941,11,0.423333,-5.6,-0.0397856990587985
1941,12,0.658065,-16.2,-0.0476916114457228
1942,1,0.512903,-18.8,-0.0642220780185667
1942,2,0.448276,-13.9,-0.1025176466346076
1942,3,0.770968,-12.9,-0.0302927539866304
1942,4,0.803333,0.1,1.6811819011632636
1942,5,1.39677,6.5,2.673038492953797
1942,6,1.37667,12.6,4.536878772378801
1942,7,2.92258,15.2,4.39624522342794
1942,8,2.4129,14.6,3.5471470573863133
1942,9,1.90667,8.8,1.7037576241656822
1942,10,2.89677,3.4,0.5073930417476866
1942,11,1.63333,-5.0,-0.1409355269389651
1942,12,1.47097,-8.0,-0.2475462796566168
1943,1,0.741935,-14.3,-0.1674683609275964
1943,2,1.28621,-5.4,0.0254635553030699
1943,3,0.354839,-2.4,0.8361940444224354
1943,4,1.84333,2.0,1.4757609627859267
1943,5,1.14516,8.7,4.028076823889098
1943,6,1.05,15.3,6.106584179341789
1943,7,2.12258,17.0,4.680281712573592
1943,8,3.30968,14.2,2.6265193447665656
1943,9,1.25667,9.1,1.533523568418696
1943,10,2.68387,4.2,0.755185153997175
1943,11,1.37333,-0.6,0.3360478707871941
1943,12,1.12903,-4.2,0.1390893334511371
1944,1,1.17419,-7.0,-0.168894585470813
1944,2,0.641379,-8.1,-0.0742089367321905
1944,3,0.709677,-5.1,0.5252718924854038
1944,4,0.896667,-1.7,1.334335962534953
1944,5,1.52903,7.0,3.1085509207149498
1944,6,1.01,11.8,4.095305365383686
1944,7,2.49677,16.0,5.296594463389312
1944,8,2.02258,14.6,3.7471470573863135
1944,9,1.93667,9.5,1.6463246185200848
1944,10,1.47419,4.6,0.7875690929607764
1944,11,1.37667,-1.8,-0.009234656947636
1944,12,1.34516,-5.2,0.1917421001408574
1945,1,0.754839,-9.8,0.003814822764447
1945,2,1.20345,-8.1,-0.0742089367321905
1945,3,1.10968,-7.5,0.1890073334038842
1945,4,0.686667,0.8,1.6982021959498723
1945,5,1.34194,6.0,3.4475765512020624
1945,6,3.34,12.1,3.869377580603469
1945,7,0.570968,16.4,4.762154376080147
1945,8,2.05806,17.1,3.802318493212852
1945,9,1.74667,8.4,1.503724763886348
1945,10,1.55806,0.4,0.6153054778598399
1945,11,1.13333,-3.5,0.2987699972203295
1945,12,1.04516,-13.7,-0.1692151462234892
1946,1,0.906452,-9.6,-0.3494921994525088
1946,2,1.36207,-13.7,-0.3692151462234894
1946,3,0.519355,-7.7,0.0337316115184971
1946,4,1.00667,1.1,1.13848024167791
1946,5,0.990323,7.8,3.5669379322392203
1946,6,2.32667,15.2,5.196245223427939
1946,7,0.951613,17.3,5.048434040585956
1946,8,1.5,14.8,2.1610688714003
1946,9,1.53667,10.5,1.261485522906879
1946,10,0.809677,0.8,0.8982021959498727
1946,11,1.51,-3.9,-0.3513381554390493
1946,12,0.690323,-3.0,0.3930280931695495
1947,1,0.793548,-10.8,-0.1185954186189781
1947,2,0.637931,-17.1,-0.0653890768909006
1947,3,0.841935,-10.5,-0.1537647961518704
1947,4,1.14667,1.5,1.3297425695120673
1947,5,0.36129,8.1,4.183367409557564
1947,6,0.84,16.4,5.762154376080147
1947,7,3.15161,16.8,5.538234160039165
1947,8,0.335484,15.2,4.39624522342794
1947,9,1.30333,11.8,2.8953053653836847
1947,10,1.39032,2.7,1.033524709307054
1947,11,1.73333,-2.6,0.1538935143556123
1947,12,1.5129,-8.0,-0.2475462796566168
1948,1,1.25161,-12.0,-0.26254585285217
1948,2,0.6,-10.5,-0.3537647961518702
1948,3,0.416129,-5.1,0.6252718924854039
1948,4,0.88,3.7,2.07270486202916
1948,5,1.26452,11.0,4.887406429431884
1948,6,2.62333,16.3,6.244785946449182
1948,7,0.812903,14.9,6.168941958790191
1948,8,3.22581,13.3,3.2144460455261523
1948,9,2.53667,10.0,1.847893523247528
1948,10,2.50323,3.7,0.8727048620291598
1948,11,2.21333,-1.1,0.2028171241295275
1948,12,1.1871,-4.4,0.1674426460172577
1949,1,2.16452,-5.1,0.2252718924854035
1949,2,0.806897,-5.3,0.1584732620061815
1949,3,0.658065,-5.1,0.4252718924854037
1949,4,1.52333,3.0,1.9917463856858597
1949,5,0.767742,11.0,4.7874064294318845
1949,6,3.34333,11.7,3.2050036923732077
1949,7,2.35484,14.6,4.747147057386314
1949,8,3.54516,13.1,2.8180649319238427
1949,9,1.55333,11.2,1.861296581037696
1949,10,3.26452,3.0,0.8917463856858596
1949,11,0.793333,-1.4,0.2670505135492744
1949,12,2.20968,-5.0,-0.1409355269389651
1950,1,0.474193,-15.4,-0.4351854849725844
1950,2,0.924138,-8.9,-0.0799893989285016
1950,3,0.919355,-4.3,0.403127053609575
1950,4,2.00333,5.0,2.3257741145468467
1950,5,1.60968,8.3,4.129833253566509
1950,6,1.71333,13.6,4.513272547283789
1950,7,2.67742,13.9,4.817271655032384
1950,8,0.716129,14.5,4.941092490399258
1950,9,2.68,10.2,1.9118705657934976
1950,10,2.06452,4.7,0.8465697937967995
1950,11,2.31,-1.3,0.3119638610544477
1950,12,1.13226,-5.4,-0.0745364446969301
1951,1,1.4871,-12.0,-0.1625458528521699
