Year,Month,Precipitation,Temperature,VPD
1908,5,0.625806,2.8,2.4859342600235035
1908,6,1.77667,9.2,3.81102946196743
1908,7,1.65484,12.7,4.532011399991898
1908,8,0.787097,10.8,3.81553876595564
1908,9,2.58,4.8,0.9059362351399098
1908,10,0.7,0.3,0.7703099099052721
1908,11,1.08,-12.2,0.0990888099291114
1908,12,0.93871,-9.6,0.7505078005474912
1909,1,0.835484,-9.7,0.2270667068045981
1909,2,0.548276,-13.5,0.1646499897858224
1909,3,0.696774,-11.8,-0.3235414997404198
1909,4,0.256667,-6.1,1.0015005091424696
1909,5,0.7,1.0,1.8914218663018647
1909,6,0.873333,8.2,3.2563808864184427
1909,7,2.25161,13.7,4.914027115692081
1909,8,1.98065,11.5,3.4259683327735253
1909,9,1.56333,6.0,1.2475765512020622
1909,10,1.74516,0.5,0.5605908822021508
1909,11,0.796667,-12.7,0.0059095362941277
1909,12,0.66129,-12.2,0.1990888099291115
1910,1,0.874194,-13.1,0.3341024675157045
1910,2,0.344828,-7.3,0.3451701004811625
1910,3,0.245161,-7.6,0.0612593829896548
1910,4,1.34,-3.4,0.9370260212755696
1910,5,0.464516,4.1,2.5979843231022297
1910,6,2.36333,9.2,3.311029461967431
1910,7,3.26452,10.7,2.9303570812863637
1910,8,1.36774,8.8,2.203757624165682
1910,9,1.13,4.4,0.6706571879713135
1910,10,0.445161,-3.0,0.6930280931695494
1910,11,1.15,-8.7,-0.1297768183645109
1910,12,0.441935,-12.1,0.2181921942426283
1911,1,0.296774,-11.8,0.5764585002595801
1911,2,0.32069,-16.1,0.1659552877960295
1911,3,0.964516,-7.6,0.6612593829896549
1911,4,0.703333,-4.1,0.6753314234238137
1911,5,0.322581,4.5,2.8289321993305325
1911,6,2.41333,8.6,3.4528462726065854
1911,7,3.21613,12.3,3.954757949577639
1911,8,1.79355,11.8,3.695305365383685
1911,9,0.856667,6.3,1.8416622781545016
1911,10,1.28387,-3.8,0.4857561109439703
1911,11,0.76,-7.6,-0.3387406170103451
1911,12,0.641935,-7.7,0.2337316115184973
1912,1,0.470968,-19.1,0.4036446224665673
1912,2,0.744828,-22.1,0.025080828170188
1912,3,0.648387,-8.9,0.0200106010714984
1912,4,0.376667,-5.7,1.12797116341426
1912,5,1.19355,2.1,2.12590699711412
1912,6,2.02667,9.8,3.1858401066181585
1912,7,1.2,11.9,3.986133162837577
1912,8,2.39677,10.3,2.3945865193131386
1912,9,2.4,4.1,0.5979843231022297
1912,10,0.396774,-3.9,0.2486628445609513
1912,11,1.66333,-8.2,-0.0006591666931923
1912,12,0.480645,-12.7,0.1059095362941278
1913,1,0.483871,-15.5,-0.0496715669073453
1913,2,0.613793,-13.4,-0.0182037876487377
1913,3,0.483871,-10.3,-0.0096542302039335
1913,4,0.506667,-2.4,0.6361940444224352
1913,5,0.616129,2.8,2.285934260023504
1913,6,1.11333,9.1,3.833524568418696
1913,7,0.912903,15.2,5.596245223427939
1913,8,2.31613,11.1,2.6740974319314805
1913,9,1.0,5.5,1.8319062255172955
1913,10,1.52903,-4.7,0.1620374542649236
1913,11,0.736667,-6.3,0.2397418412380179
1913,12,0.73871,-14.2,-0.1514348721285248
1914,1,1.2,-16.9,-0.2400149353543055
1914,2,0.644828,-13.5,-0.2353500102141776
1914,3,0.519355,-10.1,0.0351807341969361
1914,4,0.73,-2.5,1.3948869710320366
1914,5,1.25161,3.2,1.9988944952207683
1914,6,2.74333,11.0,3.887406429431884
1914,7,1.25484,13.9,4.1172716550323845
1914,8,1.54194,9.8,2.78584010661816
1914,9,1.67667,5.2,1.1470983659496294
1914,10,0.835484,-1.0,0.948761695172358
1914,11,0.953333,-7.5,0.1890073334038842
1914,12,0.916129,-11.2,-0.1025981025879643
1915,1,0.690323,-16.0,-0.1202806781977692
1915,2,0.710345,-14.4,-0.0833674337532643
1915,3,0.767742,-13.8,0.214063803820842
1915,4,0.573333,-2.9,1.1327834317976726
1915,5,0.790323,1.4,2.0814693362056973
1915,6,1.62667,7.8,2.9669379322392206
1915,7,1.65806,15.4,5.517547031223753
1915,8,1.1,9.8,2.08583910661816
1915,9,1.34,3.9,1.0846435747774743
1915,10,0.522581,-1.9,0.7475247396057725
1915,11,1.35667,-12.7,0.0059095362941277
1915,12,0.264516,-22.2,-0.082981731264486
1916,1,0.667742,-13.0,0.3518307263801901
1916,2,0.6,-11.9,-0.143124147919365
1916,3,0.670968,-12.2,0.4990888099291113
1916,4,0.223333,-4.6,0.4968997548961096
1916,5,1.15484,0.4,1.7153054778598396
1916,6,1.80667,9.9,4.266627571244883
1916,7,1.74516,15.3,5.406584179341788
1916,8,1.39032,8.9,2.0798909736071955
1916,9,1.14667,4.1,1.49798432310223
1916,10,0.451613,-4.4,0.2674426460172578
1916,11,1.47667,-5.1,0.5252718924854038
1916,12,0.803226,-12.6,0.1242375598326277
1917,1,0.380645,-16.8,0.2728368700986912
1917,2,1.01034,-19.6,0.1519328209170233
1917,3,0.406452,-15.7,0.021723321219913
1917,4,1.16,-6.1,0.7015005091424698
1917,5,0.783871,-0.0999999,1.478228220069747
1917,6,1.62667,11.6,4.415225544477451
1917,7,1.64516,11.6,3.71522554447745
1917,8,1.69032,12.7,2.9320113999918984
1917,9,2.46,4.3,0.3127421422878207
1917,10,2.00323,0.0,0.3277649430079572
1917,11,1.63,-9.6,-0.3494921994525088
1917,12,0.451613,-15.1,0.0090182057662302
1918,1,0.609677,-22.0,0.1332164281761777
1918,2,0.641379,-13.0,0.1518307263801901
1918,3,0.506452,-7.0,0.831105414529187
1918,4,0.536667,-1.6,1.5782388509561356
1918,5,0.63871,2.3,2.227155170847605
1918,6,1.95667,10.2,4.611870565793498
1918,7,0.748387,13.4,4.7134847986009145
1918,8,0.845161,8.6,2.3528462726065857
1918,9,1.76333,5.2,1.1470983659496294
1918,10,1.8871,-0.1,0.5782281707184724
1918,11,0.846667,-3.4,0.5370260212755698
1918,12,0.670968,-10.8,0.081404581381022
1919,1,0.564516,-12.3,-0.1198571814895861
1919,2,0.634483,-18.3,0.291241372326502
1919,3,0.716129,-10.5,0.7462352038481297
1919,4,1.05,-5.3,0.7584732620061816
1919,5,0.141936,4.8,3.40593623513991
1919,6,1.44667,12.4,4.748255725521613
1919,7,0.822581,14.6,4.747147057386314
1919,8,2.18064,10.3,2.794586519313139
1919,9,2.44333,5.8,1.2201477390419535
1919,10,0.612903,-3.3,0.6755777900042816
1919,11,0.99,-11.6,0.1161114304057728
1919,12,0.358065,-14.9,0.1391181166143971
1920,1,0.625806,-15.4,-0.0351854849725845
1920,2,0.551724,-10.7,0.3028384956916747
1920,3,0.729032,-4.0,0.7118552732514405
1920,4,1.02667,-1.1,1.102817124129527
1920,5,1.15806,6.5,3.173038492953797
1920,6,1.66,11.1,3.974097431931481
1920,7,3.51613,14.3,4.230781520400326
1920,8,2.32581,11.4,2.537229478714311
1920,9,1.3,7.7,1.7956576746635573
1920,10,1.09677,-2.0,0.7046119126762305
1920,11,0.606667,-5.6,0.5602143009412011
1920,12,0.725806,-10.6,0.0244482710324209
1921,1,0.796774,-17.3,-0.2903295746832093
1921,2,0.658621,-13.9,-0.0025176466346077
1921,3,0.735484,-7.2,0.1735881067992579
1921,4,0.833333,0.4,1.61530547785984
1921,5,1.62903,6.4,3.107150429007504
1921,6,3.02,11.9,4.686133162837578
1921,7,2.10323,11.8,3.7953043653836858
1921,8,2.07419,11.6,3.5152255444774507
1921,9,2.94667,5.6,1.3942692026841854
1921,10,1.54194,-4.0,0.4118552732514406
1921,11,0.766667,-11.3,0.1768281328053462
1921,12,0.735484,-12.0,0.2374541471478299
1922,1,0.493548,-14.7,-0.2302682830384415
1922,2,0.565517,-14.7,-0.5302682830384418
1922,3,0.709677,-11.0,-0.1609408081415897
1922,4,0.973333,-3.0,1.0930280931695493
1922,5,1.08065,5.4,2.5699247597156445
1922,6,1.84667,12.7,4.932011399991898
1922,7,1.14839,14.3,4.430781520400327
1922,8,2.15806,11.0,2.987406429431884
1922,9,1.07333,7.7,1.7956576746635573
1922,10,1.6,-1.9,0.7475247396057725
1922,11,1.17333,-8.8,0.1450159023165036
1922,12,1.28387,-15.4,-0.3351854849725844
1923,1,0.822581,-10.1,-0.0648192658030639
1923,2,0.641379,-14.5,0.2008668933379118
1923,3,0.209677,-7.4,0.3169770426269007
1923,4,0.483333,-4.7,1.1620374542649237
1923,5,1.28387,2.2,2.17637115575948
1923,6,1.98667,8.1,3.1833674095575635
1923,7,2.24516,13.4,4.413484798600914
1923,8,0.945161,8.9,2.179890973607195
1923,9,2.37333,5.7,1.2570157010385747
1923,10,1.68387,-0.3,0.2802627242779802
1923,11,1.03667,-8.1,-0.0742089367321905
1923,12,0.716129,-12.0,0.2374541471478299
1924,1,0.703226,-13.4,-0.0182037876487377
1924,2,0.662069,-16.4,-0.3746375980377345
1924,3,0.741935,-11.5,0.4361841341177432
1924,4,0.823333,-4.6,0.4968997548961096
1924,5,0.741935,3.1,2.345152542136799
1924,6,0.88,7.8,2.9669379322392206
1924,7,0.654839,15.1,6.18652718046657
1924,8,1.00323,13.3,4.114446045526153
1924,9,2.62667,7.2,1.74562907054551
1924,10,0.990323,1.8,0.9764153770849556
1924,11,1.26333,-8.1,0.0257910632678095
1924,12,0.851613,-8.8,-0.0549840976834961
1925,1,0.825806,-7.1,0.702232671477367
1925,2,0.7,-11.9,-0.3431241479193652
1925,3,0.76129,-13.2,0.3165213614484641
1925,4,0.736667,-2.1,1.462024636061344
1925,5,0.774194,3.5,2.162153280429332
1925,6,1.78667,9.8,3.38584010661816
1925,7,2.60645,16.1,6.312009083943007
1925,8,1.57419,11.1,2.8740974319314816
1925,9,1.64667,5.6,1.3942692026841854
1925,10,0.822581,-3.6,0.5608076834916198
1925,11,0.676667,-12.1,0.1181921942426282
1925,12,0.83871,-15.3,-0.0205757965408253
1926,1,0.432258,-16.2,0.2523083885542772
1926,2,0.444828,-16.6,-0.4011257618194692
1926,3,1.07742,-7.7,1.4337316115184973
1926,4,0.806667,-4.3,0.8031270536095749
1926,5,0.590323,2.9,2.238674223217954
1926,6,2.84667,9.6,2.9256900222779443
1926,7,0.825806,12.5,4.342295442113775
1926,8,2.30968,10.9,3.101221046416077
1926,9,1.40667,5.5,1.3319062255172955
1926,10,1.8,-4.6,0.1968997548961097
1926,11,1.22667,-6.8,0.0895419667202399
1926,12,0.76129,-14.8,-0.2456397848188722
1927,1,1.02581,-15.8,-0.1923975765709038
1927,2,0.896552,-11.7,0.1962032907295792
1927,3,0.512903,-9.7,-0.0729332931954021
1927,4,0.473333,-4.0,0.7118552732514405
1927,5,0.977419,1.9,2.0259313283557328
1927,6,2.05667,10.4,3.9777906862204446
1927,7,1.99032,16.2,6.4280718823195535
1927,8,1.19032,12.0,3.077489694500171
1927,9,1.52,4.4,0.6706571879713135
1927,10,1.00645,-5.0,0.0590644730610345
1927,11,0.783333,-12.6,0.0242375598326276
1927,12,0.687097,-12.5,0.3427183500057993
1928,1,0.422581,-12.2,0.3990888099291114
1928,2,0.6,-11.6,0.4161114304057729
1928,3,0.464516,-6.9,0.8602079661398498
1928,4,0.6,-2.8,1.272844873192689
1928,5,1.06452,3.0,1.791746385685859
1928,6,1.75,8.6,3.552846272606585
1928,7,3.14516,11.5,3.6259683327735246
1928,8,1.09032,10.9,2.9012210464160777
1928,9,0.766667,5.4,1.269924759715645
1928,10,1.32581,-3.6,0.5608076834916198
1928,11,0.64,-10.6,0.2244482710324207
1928,12,0.745161,-12.9,0.0697072460133696
1929,1,0.822581,-14.5,0.1008668933379117
1929,2,0.444828,-17.6,0.3730581352561367
1929,3,0.880645,-9.7,1.127066706804598
1929,4,0.62,-8.0,0.4524537203433829
1929,5,1.00323,4.4,2.770657187971313
1929,6,1.05667,9.5,4.046324618520084
1929,7,1.57097,10.7,2.9303570812863637
1929,8,2.47097,10.3,2.3945865193131386
1929,9,0.87,6.4,1.9071504290075048
1929,10,1.99355,-0.1,0.3782281707184731
1929,11,1.45,-4.9,-0.0068783128094658
1929,12,1.02258,-4.8,0.4274453915573475
1930,1,0.829032,-9.8,0.103814822764447
1930,2,0.644828,-12.8,0.1877331417428358
1930,3,0.674194,-10.9,-0.0398547599775773
1930,4,0.663333,-2.8,1.0728448731926887
1930,5,0.648387,4.9,2.465671358684789
1930,6,0.67,11.2,4.661296581037696
1930,7,1.42258,14.5,5.941092490399258
1930,8,1.69677,12.6,3.5368797723788
1930,9,1.1,3.2,0.9988944952207685
1930,10,1.29677,-0.6,0.8360478707871941
1930,11,1.44667,-6.4,0.5092256279166114
1930,12,0.245161,-12.0,-0.26254585285217
1931,1,0.567742,-14.9,0.039118116614397
1931,2,0.47931,-12.6,0.5242375598326277
1931,3,1.06774,-10.7,0.2028384956916746
1931,4,0.513333,-3.4,0.6370260212755698
1931,5,1.63548,4.4,2.570657187971313
1931,6,3.19667,6.8,2.273123093520512
1931,7,1.49355,14.7,4.753804879549076
1931,8,3.83871,10.9,2.301221046416078
1931,9,0.8,3.0,0.8917463856858596
1931,10,1.34839,-1.4,0.4670505135492737
1931,11,0.736667,-3.6,0.4608076834916197
1931,12,1.04194,-8.8,-0.0549840976834961
1932,1,1.0,-9.7,0.127066706804598
1932,2,0.768966,-12.1,0.3181921942426282
1932,3,0.654839,-9.4,0.4979631568187219
1932,4,0.99,-2.7,0.8132145266919162
1932,5,1.64839,1.7,1.3272143998898054
1932,6,1.41667,9.0,3.7564791819287926
1932,7,4.16129,13.2,3.815973676331435
1932,8,2.7871,11.2,2.461296581037697
1932,9,3.78333,4.9,0.7656703586847895
1932,10,1.5,-2.9,0.4327834317976728
1932,11,0.84,-5.8,0.6959799774665241
1932,12,0.748387,-6.5,0.5789492209211038
1933,1,0.470968,-10.1,0.0351807341969361
1933,2,0.672414,-16.7,0.4857996401238112
1933,3,1.0871,-11.3,0.2768281328053463
1933,4,0.776667,-5.0,0.3590644730610344
1933,5,0.503226,2.5,2.2296897375408395
1933,6,0.733333,11.7,4.905003692373208
1933,7,2.96129,14.6,4.947147057386314
1933,8,0.709677,11.1,3.674096431931481
1933,9,0.74,5.3,1.0083228040686023
1933,10,1.10968,-1.0,0.6487616951723574
1933,11,0.793333,-8.1,0.1257910632678096
1933,12,1.00323,-11.3,0.6768281328053463
1934,1,0.590323,-7.5,0.5890073334038841
1934,2,0.948276,-13.9,-0.4025176466346079
1934,3,0.674194,-8.1,0.0257910632678095
1934,4,0.876667,-4.6,0.4968997548961096
1934,5,1.41935,5.9,2.8836673438223235
1934,6,2.58667,9.4,3.2674261339904334
1934,7,1.46774,15.7,5.85420896595982
1934,8,1.72581,11.9,2.8861331628375773
1934,9,1.02,9.0,2.656479181928793
1934,10,0.970968,0.3,0.9703099099052724
1934,11,1.20333,-6.7,-0.0808909330384719
1934,12,0.693548,-9.0,-0.1047941772786118
1935,1,1.1129,-13.4,0.281796212351262
1935,2,1.32414,-13.8,-0.3859361961791581
1935,3,0.532258,-8.4,0.447071579387424
1935,4,1.16333,-3.4,0.9370260212755696
1935,5,1.04194,1.3,2.033502316676436
1935,6,1.97333,10.1,3.729640379255315
1935,7,1.53548,12.9,4.623927335400879
1935,8,1.85806,10.3,3.3945865193131386
1935,9,1.64333,4.1,0.49798432310223
1935,10,1.26774,-0.4,0.6318291117968844
1935,11,1.05,-3.4,0.5370260212755698
1935,12,1.27742,-9.2,-0.1538079398920238
1936,1,0.722581,-15.4,-1.5351854849725846
1936,2,0.655172,-19.2,-0.0068801616477616
1936,3,0.4,-11.4,-0.5435773753462394
1936,4,0.92,-3.3,0.5755777900042816
1936,5,0.329032,6.5,3.9730384929537976
1936,6,1.44333,13.9,6.8172706550323845
1936,7,3.32258,12.9,3.4239273354008777
1936,8,2.14516,12.3,3.7547579495776375
1936,9,0.936667,5.4,1.5699247597156445
1936,10,1.8871,-2.3,0.2778178951465158
1936,11,1.17667,-4.6,0.0968997548961096
1936,12,1.05161,-6.5,0.1789492209211038
1937,1,0.367742,-9.9,-0.519249225430289
1937,2,0.475862,-16.5,-0.2879384663315634
1937,3,0.8,-9.8,-0.5961851772355531
1937,4,0.36,0.0999999,1.7811818568853708
1937,5,0.719355,6.2,3.9765719606857672
1937,6,1.12667,13.2,6.015973676331434
1937,7,0.83871,15.9,7.281824944514328
1937,8,0.996774,15.1,5.48652718046657
1937,9,2.28,5.6,1.2942692026841849
1937,10,0.783871,0.9,1.1446630648386682
1937,11,0.953333,-6.1,0.0015005091424695
1937,12,0.374194,-12.7,-0.5940904637058724
1938,1,0.8,-12.2,-1.0009111900708887
1938,2,1.01379,-7.4,0.3169770426269007
1938,3,0.883871,-7.0,0.2311054145291868
1938,4,0.79,-2.4,1.0361940444224351
1938,5,0.793548,4.1,3.0979843231022297
1938,6,2.11667,11.0,3.887406429431884
1938,7,3.21935,16.4,5.562154376080146
1938,8,1.94516,12.2,3.5617994518768192
1938,9,2.25,7.9,1.7386481619832583
1938,10,0.83871,1.9,0.8259323283557327
1938,11,1.15333,-3.2,0.0144273500926921
1938,12,0.335484,-6.9,-0.2397920338601502
1939,1,0.383871,-13.9,0.0974823533653923
1939,2,0.772414,-11.5,-0.1638158658822566
1939,3,0.335484,-8.7,0.370223181635489
1939,4,0.883333,-4.7,0.5620374542649236
1939,5,1.27097,2.8,2.585934260023504
1939,6,2.28,10.0,4.047893523247529
1939,7,1.61935,13.5,4.613092705546803
1939,8,1.26452,12.9,4.223927335400878
1939,9,1.44667,3.7,1.1727048620291596
1939,10,0.445161,-1.8,0.8907653430523643
1939,11,1.28,-4.7,-0.037962545735076
1939,12,0.506452,-14.2,-0.1514348721285248
1940,1,0.964516,-17.9,0.1373842782365539
1940,2,0.572414,-17.2,0.1220868894934505
1940,3,0.483871,-14.1,-0.0352659444692073
1940,4,0.63,-5.0,0.5590644730610346
1940,5,0.209677,6.8,4.273123093520512
1940,6,1.95,11.4,4.837229478714312
1940,7,4.07097,11.8,2.5953053653836857
1940,8,2.77097,11.3,2.449006414098005
1940,9,1.36,6.5,1.0730384929537973
1940,10,0.606452,-0.2,0.7290615899463857
1940,11,0.743333,-8.6,-0.3043660965086596
1940,12,0.603226,-12.9,0.0697072460133696
1941,1,0.551613,-19.0,-0.0857379271818314
1941,2,0.57931,-15.4,0.0648145150274155
1941,3,0.425806,-12.7,0.3059095362941277
1941,4,0.3,-6.0,0.6327464014538977
1941,5,0.158064,2.3,2.3271551708476057
1941,6,0.766667,8.9,3.679890973607195
1941,7,1.75484,16.4,5.9621543760801465
1941,8,2.14516,10.8,2.41553876595564
1941,9,1.25333,4.5,1.6289321993305323
1941,10,0.635484,-4.6,0.1968997548961097
1941,11,0.17,-7.1,0.702232671477367
1941,12,0.458064,-17.6,0.2730581352561367
1942,1,0.358065,-19.7,0.0418605049182814
1942,2,0.413793,-16.5,0.0120615336684366
1942,3,0.677419,-14.0,0.1810394518068796
1942,4,0.826667,-4.0,0.8118552732514406
1942,5,1.19032,2.0,1.675760962785927
1942,6,1.49,9.7,3.5055277226044463
1942,7,1.94516,13.2,4.515973676331434
1942,8,1.80323,10.9,2.7012210464160784
1942,9,1.66,5.3,0.908322804068602
1942,10,1.48065,-2.1,-0.0379753639386555
1942,11,0.816667,-7.5,0.489007333403884
1942,12,0.477419,-13.1,-0.0658975324842954
1943,1,0.383871,-17.5,-0.3148431261048781
1943,2,1.04828,-9.3,0.0219802114551024
1943,3,0.587097,-6.4,0.4092256279166113
1943,4,0.606667,-3.1,0.5535767606294844
1943,5,0.432258,4.5,2.728932199330533
1943,6,0.483333,12.0,4.877489694500172
1943,7,2.5129,14.0,3.7197672648072455
1943,8,3.7,11.0,2.387406429431884
1943,9,1.51,5.6,1.1942692026841852
1943,10,1.29355,-1.3,0.511963861054447
1943,11,1.14667,-5.0,0.3590644730610344
1943,12,0.774194,-7.5,0.5890073334038841
1944,1,0.854839,-12.2,-0.2009111900708884
1944,2,0.724138,-10.6,0.3244482710324208
1944,3,1.0,-8.2,0.5993408333068078
1944,4,0.49,-5.6,0.6602143009412011
1944,5,0.883871,2.6,1.9814437921613195
1944,6,0.323333,9.7,4.005528722604446
1944,7,1.45806,12.6,4.0368797723788
1944,8,2.59355,10.5,2.56148552290688
1944,9,0.686667,6.2,1.3765719606857676
1944,10,0.812903,1.2,0.7858398397310058
1944,11,1.13667,-6.2,-0.1295004361967051
1944,12,0.822581,-7.8,0.3064224490282798
1945,1,0.412903,-15.4,-0.2351854849725845
1945,2,0.803448,-11.6,0.2161114304057729
1945,3,0.754839,-10.3,0.1903457697960666
1945,4,0.6,-2.1,1.462024636061344
1945,5,0.8,2.7,2.233524709307054
1945,6,1.34333,8.9,2.779890973607195
1945,7,1.22903,14.7,5.253804879549076
1945,8,1.66129,13.5,3.213092705546803
1945,9,1.32667,5.2,0.9470983659496292
1945,10,0.867742,-4.8,-0.3725546084426527
1945,11,0.993333,-8.9,-0.0799893989285016
1945,12,0.445161,-15.5,0.2503284330926547
1946,1,0.390323,-11.0,0.2390591918584101
1946,2,0.813793,-17.7,-0.2389363367994823
1946,3,0.258065,-11.0,0.1390591918584101
1946,4,1.17667,-3.3,0.4755777900042819
1946,5,0.348387,3.4,2.107393041747687
1946,6,1.59667,11.1,3.474097431931481
1946,7,2.17097,14.6,4.147147057386313
1946,8,1.10645,11.5,1.6259683327735246
1946,9,1.53667,7.4,1.3843747178759784
1946,10,1.25484,-2.3,0.5778178951465156
1946,11,0.79,-8.9,-0.1799893989285017
1946,12,0.551613,-5.4,0.7254635553030697
1947,1,0.445161,-11.2,0.1974018974120355
1947,2,0.310345,-20.3,-0.3167422614071774
1947,3,0.63871,-15.0,-0.2759955612271363
1947,4,1.15,-3.1,0.8535767606294842
1947,5,0.635484,3.4,2.3073930417476864
1947,6,1.31,12.8,4.527693019309734
1947,7,2.22258,14.2,4.826519344766567
1947,8,1.22581,11.4,3.137229478714312
1947,9,1.79667,7.1,1.5768816352682116
1947,10,1.83548,-0.3,1.08026272427798
1947,11,1.20667,-8.6,-0.1043660965086594
1947,12,1.11613,-13.1,0.1341024675157045
1948,1,0.780645,-18.2,-0.2973729073428637
1948,2,0.382759,-11.9,0.2568758520806349
1948,3,0.490323,-8.2,0.6993408333068079
1948,4,0.846667,-1.1,1.102817124129527
1948,5,1.61935,5.6,2.794269202684185
1948,6,3.38,10.4,2.9777906862204446
1948,7,1.27742,13.7,6.414027115692081
1948,8,2.16774,9.4,2.167427133990433
1948,9,2.17333,6.5,1.5730384929537973
1948,10,1.02581,-0.8,0.5416984588141318
1948,11,1.84333,-6.1,0.2015005091424697
1948,12,1.04194,-8.4,0.5470715793874241
1949,1,0.635484,-11.2,-0.0025981025879642
1949,2,0.958621,-8.9,0.4200106010714983
1949,3,0.290323,-9.6,0.4505078005474909
1949,4,1.48,-2.5,0.8948869710320366
1949,5,1.5,4.5,2.228933199330532
1949,6,1.33333,8.9,3.179890973607195
1949,7,1.45161,11.6,3.915225544477451
1949,8,1.44194,10.1,2.529640379255316
1949,9,1.03333,7.5,1.5543782599729674
1949,10,2.14839,-1.7,0.434335962534953
1949,11,0.826667,-3.8,0.8857561109439702
1949,12,0.741935,-10.1,-0.2648192658030637
1950,1,0.267742,-17.4,-0.4026393037004683
1950,2,0.517241,-14.0,-0.1189605481931201
1950,3,0.648387,-7.7,0.5337316115184971
1950,4,0.98,-0.2,1.3290615899463862
1950,5,0.854839,3.7,2.57270486202916
1950,6,1.05667,11.4,4.637229478714312
1950,7,0.748387,12.1,4.76937758060347
1950,8,0.790323,13.1,5.518063931923843
1950,9,1.61,6.7,1.606022723293577
1950,10,1.15806,1.8,0.9764153770849556
1950,11,0.57,-7.0,0.1311054145291867
