WMO Index,Year,Month,Index,Precipitation,Adjusted Precipitation,Adjusted Liquid Precipitation,Adjusted Mixed Precipitation,Adjusted Solid Precipitation
21946,1951,5,0,2.6,5.3,0.2,0.0,5.1
21946,1951,6,0,32.9,37.3,36.4,0.9,0.0
21946,1951,7,0,11.1,17.7,13.6,4.1,0.0
21946,1951,8,0,29.0,39.3,31.9,7.4,0.0
21946,1951,9,0,24.0,32.1,13.5,10.2,8.4
21946,1951,10,0,7.1,14.2,0.0,4.0,10.1
21946,1951,11,0,5.8,10.6,0.0,2.3,8.2
21946,1951,12,0,5.5,11.3,0.0,2.8,8.5
21946,1952,1,0,4.4,9.6,0.0,0.0,9.6
21946,1952,2,0,4.4,11.6,0.0,0.0,11.6
21946,1952,3,0,3.3,8.1,0.0,0.3,7.8
21946,1952,4,0,3.5,8.7,0.0,0.0,8.7
21946,1952,5,0,1.5,5.5,0.2,0.4,4.9
21946,1952,6,0,20.1,34.7,12.6,2.7,19.4
21946,1952,7,0,37.6,44.1,44.1,0.0,0.0
21946,1952,8,0,38.1,46.2,46.2,0.0,0.0
21946,1952,9,0,14.1,19.8,1.8,4.9,13.1
21946,1952,10,0,20.4,39.9,0.0,0.0,39.9
21946,1952,11,0,18.5,34.0,0.0,0.0,34.0
21946,1952,12,0,6.1,16.3,0.0,0.4,15.9
21946,1953,1,0,5.2,14.2,0.0,0.0,14.2
21946,1953,2,0,3.4,9.2,0.0,0.2,9.0
21946,1953,3,0,2.3,6.1,0.0,0.0,6.1
21946,1953,4,0,8.9,21.3,0.0,0.3,21.0
21946,1953,5,0,0.0,0.3,0.2,0.0,0.1
21946,1953,6,0,27.4,32.0,30.3,1.6,0.2
21946,1953,7,0,31.9,43.2,28.1,15.2,0.0
21946,1953,8,0,31.6,37.1,33.0,4.1,0.0
21946,1953,9,0,21.5,34.3,19.0,6.6,8.7
21946,1953,10,0,18.6,36.6,1.4,0.3,34.9
21946,1953,11,0,11.0,19.6,0.0,2.6,17.0
21946,1953,12,0,5.0,11.5,0.0,1.4,10.1
21946,1954,1,0,11.6,21.9,0.0,4.2,17.7
21946,1954,2,0,4.5,13.9,0.0,1.5,12.4
21946,1954,3,0,6.5,24.2,0.0,2.1,22.1
21946,1954,4,0,13.2,25.9,0.0,1.4,24.5
21946,1954,5,0,7.0,19.4,0.0,1.9,17.5
21946,1954,6,0,34.6,44.4,37.2,6.4,0.8
21946,1954,7,0,55.2,76.2,67.6,8.6,0.0
21946,1954,8,0,17.7,41.3,16.5,3.7,21.0
21946,1954,9,0,13.9,25.9,8.2,0.9,16.9
21946,1954,10,0,20.7,24.4,0.6,0.1,23.7
21946,1954,11,0,17.7,18.7,0.0,0.0,18.7
21946,1954,12,0,10.8,15.0,0.0,0.0,15.0
21946,1955,1,0,9.4,9.4,0.0,0.0,9.4
21946,1955,2,0,6.4,6.4,0.0,0.0,6.4
21946,1955,3,0,23.5,23.5,0.0,0.0,23.5
21946,1955,4,0,3.6,3.6,0.0,0.0,3.6
21946,1955,5,0,12.0,18.6,0.9,0.1,17.6
21946,1955,6,0,8.1,11.2,10.9,0.0,0.3
21946,1955,7,0,7.1,10.0,10.0,0.0,0.0
21946,1955,8,0,64.9,77.7,77.7,0.0,0.0
21946,1955,9,0,31.7,41.7,11.1,1.5,29.0
21946,1955,10,0,17.2,26.2,0.0,0.0,26.2
21946,1955,11,0,16.4,22.3,0.0,0.0,22.3
21946,1955,12,0,42.9,61.8,0.0,0.2,61.6
21946,1956,1,0,27.9,32.9,0.0,1.1,31.8
21946,1956,2,0,13.9,25.3,0.0,0.0,25.3
21946,1956,3,0,11.5,17.6,0.0,0.0,17.6
21946,1956,4,0,2.7,4.2,0.0,0.0,4.2
21946,1956,5,0,4.0,6.4,0.0,2.7,3.7
21946,1956,6,0,0.9,2.2,2.2,0.0,0.0
21946,1956,7,0,26.6,36.7,27.1,8.8,0.7
21946,1956,8,0,4.9,7.8,6.6,0.9,0.4
21946,1956,9,0,14.8,24.7,8.0,0.4,16.3
21946,1956,10,0,17.2,24.3,2.9,0.0,21.3
21946,1956,11,0,9.1,15.3,0.0,0.0,15.3
21946,1956,12,0,15.4,18.7,0.0,0.0,18.7
21946,1957,1,0,28.1,21.4,0.0,0.5,20.9
21946,1957,2,0,4.3,10.4,0.0,0.5,9.9
21946,1957,3,0,8.4,13.4,0.0,1.7,11.7
21946,1957,4,0,10.7,13.5,0.0,4.1,9.3
21946,1957,5,0,14.8,21.9,5.2,2.0,14.7
21946,1957,6,0,8.5,15.9,5.5,9.5,0.8
21946,1957,7,0,35.5,58.3,58.3,0.0,0.0
21946,1957,8,0,22.4,37.7,27.0,2.5,8.2
21946,1957,9,0,37.0,43.1,11.6,2.4,29.2
21946,1957,10,0,34.0,36.7,12.6,0.0,24.1
21946,1957,11,0,11.4,13.8,0.0,0.2,13.6
21946,1957,12,0,4.1,5.4,0.0,0.0,5.4
21946,1958,1,0,7.9,9.8,0.0,0.0,9.8
21946,1958,2,0,5.4,6.1,0.0,0.2,5.9
21946,1958,3,0,10.5,20.1,0.0,0.6,19.6
21946,1958,4,0,4.2,8.6,0.0,0.0,8.6
21946,1958,5,0,6.4,11.1,0.4,0.1,10.6
21946,1958,6,0,39.9,37.1,30.2,6.3,0.5
21946,1958,7,0,40.9,52.6,52.6,0.0,0.0
21946,1958,8,0,15.7,18.0,18.0,0.0,0.0
21946,1958,9,0,19.5,23.3,8.9,10.9,3.5
21946,1958,10,0,18.3,28.6,0.0,1.9,26.7
21946,1958,11,0,2.9,2.3,0.0,0.2,2.1
21946,1958,12,0,14.0,26.3,0.0,0.0,26.3
21946,1959,1,0,14.6,23.8,0.0,0.0,23.8
21946,1959,2,0,4.8,4.2,0.0,0.0,4.2
21946,1959,3,0,5.0,7.3,0.0,0.0,7.3
21946,1959,4,0,11.1,15.6,0.0,0.2,15.4
21946,1959,5,0,6.4,10.4,3.3,0.1,7.0
21946,1959,6,0,11.7,21.7,18.6,0.6,2.6
21946,1959,7,0,47.1,55.8,55.8,0.0,0.0
21946,1959,8,0,57.3,77.2,72.5,2.5,2.2
21946,1959,9,0,36.6,46.2,37.4,2.3,6.4
21946,1959,10,0,25.2,28.4,0.0,0.0,28.4
21946,1959,11,0,10.3,18.6,0.0,0.0,18.6
21946,1959,12,0,3.2,6.4,0.0,0.4,5.9
21946,1960,1,0,14.1,19.6,0.0,0.0,19.6
21946,1960,2,0,17.4,21.0,0.0,0.4,20.6
21946,1960,3,0,7.6,15.1,0.0,0.0,15.1
21946,1960,4,0,2.9,5.6,0.0,0.0,5.6
21946,1960,5,0,5.8,13.7,0.7,0.1,12.9
21946,1960,6,0,19.9,24.9,24.3,0.6,0.0
21946,1960,7,0,15.7,18.2,18.2,0.0,0.0
21946,1960,8,0,19.6,28.8,25.7,3.2,0.0
21946,1960,9,0,34.9,48.9,15.5,9.2,24.3
21946,1960,10,0,15.7,16.9,0.0,0.0,16.9
21946,1960,11,0,26.0,24.5,0.0,1.6,22.9
21946,1960,12,0,5.5,10.9,0.0,0.0,10.9
21946,1961,1,0,9.9,15.8,0.0,0.0,15.8
21946,1961,2,0,5.1,8.4,0.0,0.3,8.1
21946,1961,3,0,7.5,14.2,0.0,0.0,14.2
21946,1961,4,0,7.4,12.8,0.0,0.2,12.6
21946,1961,5,0,11.4,20.8,0.0,0.7,20.1
21946,1961,6,0,1.2,3.6,2.8,0.0,0.8
21946,1961,7,0,25.2,30.6,30.6,0.0,0.0
21946,1961,8,0,34.7,42.1,34.5,2.3,5.3
21946,1961,9,0,33.7,43.0,18.2,4.7,20.1
21946,1961,10,0,19.8,26.6,0.0,0.0,26.6
21946,1961,11,0,18.9,27.6,0.0,0.0,27.6
21946,1961,12,0,3.8,6.9,0.0,0.0,6.9
21946,1962,1,0,8.7,15.1,0.0,0.0,15.1
21946,1962,2,0,6.7,13.0,0.0,0.0,13.0
21946,1962,3,0,10.4,14.9,0.0,0.2,14.7
21946,1962,4,0,7.8,11.5,0.0,2.3,9.2
21946,1962,5,0,15.5,21.3,0.0,0.4,20.9
21946,1962,6,0,33.3,49.4,24.2,0.0,25.2
21946,1962,7,0,17.1,24.5,23.1,1.4,0.0
21946,1962,8,0,43.1,59.8,57.1,1.2,1.4
21946,1962,9,0,26.7,40.2,11.2,0.6,28.4
21946,1962,10,0,28.6,40.3,0.0,0.0,40.3
21946,1962,11,0,38.6,41.1,0.0,0.0,41.1
21946,1962,12,0,21.9,22.6,0.0,0.0,22.6
21946,1963,1,0,9.8,12.2,0.0,0.0,12.2
21946,1963,2,0,5.0,8.6,0.0,0.0,8.6
21946,1963,3,0,16.9,23.1,0.0,0.0,23.1
21946,1963,4,0,15.6,14.3,0.0,0.0,14.3
21946,1963,5,0,5.9,11.3,0.0,0.0,11.3
21946,1963,6,0,25.2,45.4,15.2,0.2,30.0
21946,1963,7,0,59.8,68.7,66.1,0.4,2.1
21946,1963,8,0,24.5,33.9,24.4,3.1,6.4
21946,1963,9,0,25.4,36.7,7.4,13.8,15.5
21946,1963,10,0,25.4,46.0,0.0,0.8,45.2
21946,1963,11,0,12.1,23.2,0.0,0.2,23.0
21946,1963,12,0,7.5,15.6,0.0,0.0,15.6
21946,1964,1,0,2.1,5.6,0.0,0.0,5.6
21946,1964,2,0,25.7,26.9,0.0,0.0,26.9
21946,1964,3,0,6.1,7.1,0.0,0.0,7.1
21946,1964,4,0,3.6,8.2,0.0,0.5,7.7
21946,1964,5,0,17.4,33.5,2.8,6.9,23.8
21946,1964,6,0,16.4,15.4,6.5,6.4,2.5
21946,1964,7,0,38.9,46.4,45.9,0.5,0.0
21946,1964,8,0,37.1,46.8,45.3,1.6,0.0
21946,1964,9,0,20.4,31.0,3.2,1.6,26.2
21946,1964,10,0,15.3,30.8,0.0,0.4,30.4
21946,1964,11,0,19.2,26.1,0.0,0.0,26.1
21946,1964,12,0,14.9,22.2,0.0,0.5,21.7
21946,1965,1,0,11.5,21.4,0.0,0.0,21.4
21946,1965,2,0,3.5,7.6,0.0,0.4,7.3
21946,1965,3,0,5.0,10.3,0.0,0.0,10.3
21946,1965,4,0,14.2,25.5,0.0,0.3,25.2
21946,1965,5,0,3.2,5.5,0.0,0.0,5.5
21946,1965,6,0,32.9,39.6,30.3,1.4,7.8
21946,1965,7,0,6.4,8.0,4.5,3.5,0.0
21946,1965,8,0,19.8,22.5,19.2,1.2,2.0
21946,1965,9,0,1.9,5.3,0.7,0.6,4.0
21946,1965,10,0,23.2,46.4,0.0,0.0,46.4
21946,1965,11,0,30.1,48.8,0.0,0.0,48.8
21946,1965,12,0,4.8,10.6,0.1,0.1,10.5
21946,1966,1,0,23.1,25.9,0.0,0.0,25.9
21946,1966,2,0,21.5,23.6,0.0,0.0,23.6
21946,1966,3,0,16.5,16.8,0.0,0.0,16.8
21946,1966,4,0,11.2,11.7,0.0,0.0,11.7
21946,1966,5,0,14.3,14.1,1.6,6.6,5.8
21946,1966,6,0,61.6,74.7,48.1,1.2,25.5
21946,1966,7,0,41.1,46.2,44.8,0.6,0.8
21946,1966,8,0,25.7,29.9,28.6,0.2,1.2
21946,1966,9,0,30.3,28.2,12.9,2.2,13.1
21946,1966,10,0,29.5,33.4,0.0,0.0,33.4
21946,1966,11,0,54.6,43.5,0.0,0.0,43.5
21946,1966,12,0,27.1,22.7,0.1,0.0,22.7
21946,1967,1,0,13.7,17.2,0.0,0.0,17.2
21946,1967,2,0,8.9,15.5,0.0,0.0,15.5
21946,1967,3,0,22.2,31.3,0.0,0.0,31.3
21946,1967,4,0,8.1,14.0,2.3,0.0,11.7
21946,1967,5,0,24.9,38.2,8.0,3.0,27.2
21946,1967,6,0,10.7,14.1,10.4,2.0,1.7
21946,1967,7,0,54.1,63.7,48.0,15.7,0.0
21946,1967,8,0,15.8,21.6,14.1,4.6,2.8
21946,1967,9,0,46.1,45.7,36.2,1.9,7.7
21946,1967,10,0,45.1,51.6,0.0,0.2,51.4
21946,1967,11,0,14.6,23.8,0.0,0.0,23.8
21946,1967,12,0,8.7,16.8,0.0,0.0,16.8
21946,1968,1,0,28.0,36.3,0.0,0.0,36.3
21946,1968,2,0,20.6,34.7,0.0,0.0,34.7
21946,1968,3,0,10.3,17.2,0.0,0.0,17.2
21946,1968,4,0,9.1,12.8,0.0,0.0,12.8
21946,1968,5,0,20.9,21.7,10.0,1.6,10.2
21946,1968,6,0,15.7,25.1,16.9,5.1,3.1
21946,1968,7,0,60.0,70.4,70.3,0.1,0.0
21946,1968,8,0,24.3,25.8,25.7,0.1,0.0
21946,1968,9,0,13.8,13.0,7.9,0.1,5.0
21946,1968,10,0,36.2,45.5,0.0,0.0,45.5
21946,1968,11,0,12.5,13.5,0.0,0.0,13.5
21946,1968,12,0,12.7,19.5,0.0,0.0,19.5
21946,1969,1,0,25.5,40.6,0.0,0.0,40.6
21946,1969,2,0,15.4,25.0,0.0,0.0,25.0
21946,1969,3,0,0.6,1.7,0.0,0.0,1.7
21946,1969,4,0,14.4,16.0,0.0,0.0,16.0
21946,1969,5,0,6.7,8.7,0.3,0.0,8.4
21946,1969,6,0,2.8,3.4,3.4,0.0,0.0
21946,1969,7,0,17.1,18.2,18.1,0.0,0.1
21946,1969,8,0,38.1,42.3,34.2,0.5,7.6
21946,1969,9,0,19.8,19.1,4.6,1.1,13.4
21946,1969,10,0,23.0,33.0,0.0,0.2,32.8
21946,1969,11,0,6.2,10.7,0.0,0.0,10.7
21946,1969,12,0,15.6,23.9,0.0,0.0,23.9
21946,1970,1,0,11.4,19.2,0.0,0.0,19.2
21946,1970,2,0,10.2,16.7,0.0,0.0,16.7
21946,1970,3,0,7.3,14.8,0.0,0.0,14.8
21946,1970,4,0,12.8,24.6,0.0,0.0,24.6
21946,1970,5,0,14.1,17.7,3.4,1.5,12.7
21946,1970,6,0,36.0,41.2,40.4,0.1,0.7
21946,1970,7,0,26.2,29.3,29.3,0.0,0.0
21946,1970,8,0,41.0,45.1,37.1,1.6,6.4
21946,1970,9,0,19.8,22.3,8.6,2.2,11.5
21946,1970,10,0,10.9,20.2,0.0,0.2,20.0
21946,1970,11,0,20.1,23.7,0.0,0.0,23.7
21946,1970,12,0,10.8,18.2,0.0,0.0,18.2
21946,1971,1,0,8.5,16.5,0.0,0.0,16.5
21946,1971,2,0,15.5,24.9,0.0,0.0,24.9
21946,1971,3,0,21.8,19.1,0.0,0.0,19.1
21946,1971,4,0,7.1,8.2,0.0,0.0,8.2
21946,1971,5,0,13.3,27.3,0.9,0.8,25.6
21946,1971,6,0,55.2,64.5,46.6,7.0,10.9
21946,1971,7,0,26.0,30.5,29.7,0.5,0.3
21946,1971,8,0,2.3,2.7,2.4,0.3,0.0
21946,1971,9,0,20.0,19.7,19.2,0.2,0.3
21946,1971,10,0,15.4,22.3,1.5,0.0,20.8
21946,1971,11,0,17.7,25.0,0.0,0.0,25.0
21946,1971,12,0,16.3,24.0,0.0,0.0,24.0
21946,1972,1,0,12.5,22.9,0.0,0.0,22.9
21946,1972,2,0,15.6,27.6,0.0,0.0,27.6
21946,1972,3,0,10.0,16.3,0.0,0.0,16.3
21946,1972,4,0,10.5,16.3,0.0,0.0,16.3
21946,1972,5,0,9.5,14.2,7.1,3.4,3.7
21946,1972,6,0,14.6,19.6,11.5,1.2,6.9
21946,1972,7,0,43.4,50.9,48.0,0.0,2.9
21946,1972,8,0,53.7,62.6,57.9,1.9,2.8
21946,1972,9,0,22.7,29.6,4.5,0.5,24.6
21946,1972,10,0,40.9,50.1,0.0,0.0,50.1
21946,1972,11,0,20.7,33.5,0.0,0.0,33.5
21946,1972,12,0,22.2,26.6,0.0,0.0,26.6
21946,1973,1,0,33.1,34.6,0.0,0.0,34.6
21946,1973,2,0,15.3,29.3,0.0,0.0,29.3
21946,1973,3,0,4.6,8.4,0.0,0.0,8.4
21946,1973,4,0,19.4,23.6,0.0,0.0,23.6
21946,1973,5,0,18.2,30.7,15.0,0.0,15.7
21946,1973,6,0,46.0,51.6,46.0,5.0,0.6
21946,1973,7,0,44.1,52.0,50.7,1.3,0.0
21946,1973,8,0,56.1,61.3,60.4,0.7,0.3
21946,1973,9,0,38.8,59.2,10.1,0.6,48.5
21946,1973,10,0,38.0,42.9,0.0,0.0,42.9
21946,1973,11,0,25.9,39.4,0.0,0.0,39.4
21946,1973,12,0,17.4,25.8,0.0,0.0,25.8
21946,1974,1,0,13.1,22.2,0.0,0.0,22.2
21946,1974,2,0,9.7,15.9,0.0,0.0,15.9
21946,1974,3,0,6.6,10.3,0.0,0.0,10.3
21946,1974,4,0,0.0,0.9,0.0,0.0,0.9
21946,1974,5,0,10.8,16.3,1.0,0.0,15.3
21946,1974,6,0,30.0,35.3,32.8,1.9,0.6
21946,1974,7,0,80.1,89.4,89.4,0.0,0.0
21946,1974,8,0,53.4,60.1,59.3,0.8,0.0
21946,1974,9,0,43.5,51.2,34.4,1.1,15.7
21946,1974,10,0,26.8,25.2,0.0,0.0,25.2
21946,1974,11,0,18.4,26.8,0.0,0.0,26.8
21946,1974,12,0,6.4,9.7,0.0,0.0,9.7
21946,1975,1,0,10.7,20.3,0.0,0.0,20.3
21946,1975,2,0,16.0,24.3,0.0,0.0,24.3
21946,1975,3,0,3.6,7.2,0.0,0.0,7.2
21946,1975,4,0,11.1,15.9,0.0,0.0,15.9
21946,1975,5,0,2.5,3.3,0.0,0.0,3.3
21946,1975,6,0,30.8,33.9,31.5,0.8,1.7
21946,1975,7,0,43.9,50.2,50.2,0.0,0.0
21946,1975,8,0,34.3,38.4,37.8,0.5,0.1
21946,1975,9,0,8.1,9.4,3.5,1.8,4.1
21946,1975,10,0,21.0,26.2,0.2,0.0,26.0
21946,1975,11,0,23.7,23.4,0.0,0.0,23.4
21946,1975,12,0,19.6,31.8,0.0,0.0,31.8
21946,1976,1,0,14.2,21.4,0.0,0.0,21.4
21946,1976,2,0,29.2,27.3,0.0,0.0,27.3
21946,1976,3,0,13.7,28.9,0.0,0.0,28.9
21946,1976,4,0,5.9,9.6,0.0,0.0,9.6
21946,1976,5,0,9.8,12.3,0.0,0.0,12.3
21946,1976,6,0,16.6,17.6,16.7,0.0,1.0
21946,1976,7,0,63.4,71.4,71.3,0.0,0.2
21946,1976,8,0,16.6,20.7,20.4,0.3,0.0
21946,1976,9,0,21.4,35.1,31.5,0.6,3.0
21946,1976,10,0,11.2,17.7,0.0,0.0,17.7
21946,1976,11,0,6.7,11.2,0.0,0.0,11.2
21946,1976,12,0,9.7,15.3,0.0,0.0,15.3
21946,1977,1,0,12.9,22.3,0.0,0.0,22.3
21946,1977,2,0,6.8,14.5,0.0,0.0,14.5
21946,1977,3,0,2.1,5.8,0.0,0.0,5.8
21946,1977,4,0,6.0,11.9,0.0,0.0,11.9
21946,1977,5,0,7.1,16.1,1.3,0.1,14.6
21946,1977,6,0,33.2,37.8,37.3,0.0,0.5
21946,1977,7,0,35.2,42.2,42.2,0.0,0.0
21946,1977,8,0,48.8,55.3,55.3,0.0,0.0
21946,1977,9,0,32.7,37.1,13.9,2.8,20.4
21946,1977,10,0,13.2,24.6,0.2,1.8,22.6
21946,1977,11,0,9.7,20.4,0.0,0.0,20.4
21946,1977,12,0,12.7,24.8,0.0,0.0,24.8
21946,1978,1,0,20.4,24.6,0.0,0.0,24.6
21946,1978,2,0,7.0,12.0,0.0,0.0,12.0
21946,1978,3,0,7.1,12.6,0.0,0.0,12.6
21946,1978,4,0,5.2,9.1,0.0,0.0,9.1
21946,1978,5,0,7.5,13.3,0.0,0.0,13.3
21946,1978,6,0,10.4,17.3,12.5,1.9,2.9
21946,1978,7,0,33.3,41.6,41.1,0.0,0.5
21946,1978,8,0,27.8,31.3,30.9,0.3,0.1
21946,1978,9,0,16.4,20.0,1.6,0.0,18.4
21946,1978,10,0,17.5,19.1,0.0,0.3,18.8
21946,1978,11,0,17.2,30.6,0.0,0.0,30.6
21946,1978,12,0,10.3,21.3,0.0,0.0,21.3
21946,1979,1,0,16.4,25.2,0.0,0.0,25.2
21946,1979,2,0,11.0,25.6,0.0,0.0,25.6
21946,1979,3,0,12.2,21.0,0.0,0.0,21.0
21946,1979,4,0,7.5,9.7,0.0,0.0,9.7
21946,1979,5,0,15.6,17.1,14.8,0.4,1.9
21946,1979,6,0,15.2,20.6,11.5,2.3,6.8
21946,1979,7,0,14.5,22.6,22.6,0.0,0.0
21946,1979,8,0,11.2,14.1,13.7,0.3,0.1
21946,1979,9,0,16.9,21.7,0.3,1.8,19.6
21946,1979,10,0,13.3,15.7,0.0,0.0,15.7
21946,1979,11,0,6.3,10.5,0.0,0.0,10.5
21946,1979,12,0,5.3,11.9,0.0,0.0,11.9
21946,1980,1,0,15.0,22.0,0.0,0.0,22.0
21946,1980,2,0,20.7,20.0,0.0,0.0,20.0
21946,1980,3,0,8.6,14.9,0.0,0.0,14.9
21946,1980,4,0,4.7,10.1,0.0,0.0,10.1
21946,1980,5,0,2.4,2.9,0.0,0.0,2.9
21946,1980,6,0,33.0,43.6,27.2,10.7,5.7
21946,1980,7,0,22.9,30.6,30.6,0.0,0.0
21946,1980,8,0,19.1,28.6,20.5,4.0,4.1
21946,1980,9,0,12.1,14.6,7.1,0.4,7.1
21946,1980,10,0,21.4,28.3,1.5,0.5,26.3
21946,1980,11,0,8.3,15.4,0.0,0.0,15.4
21946,1980,12,0,5.0,8.9,0.0,0.0,8.9
21946,1981,1,0,9.4,15.6,0.0,0.0,15.6
21946,1981,2,0,5.7,10.9,0.0,0.0,10.9
21946,1981,3,0,9.3,13.0,0.0,0.0,13.0
21946,1981,4,0,8.0,11.1,0.0,0.0,11.1
21946,1981,5,0,13.8,16.4,5.5,0.0,10.9
21946,1981,6,0,23.0,28.9,27.1,0.4,1.4
21946,1981,7,0,37.1,47.1,47.1,0.0,0.0
21946,1981,8,0,20.6,25.5,25.5,0.0,0.0
21946,1981,9,0,35.9,45.4,8.3,1.2,35.9
21946,1981,10,0,10.1,8.4,0.2,0.7,7.4
21946,1981,11,0,15.7,25.1,0.0,0.0,25.1
21946,1981,12,0,15.7,22.0,0.0,0.0,22.0
21946,1982,1,0,17.5,30.1,0.0,0.0,30.1
21946,1982,2,0,7.3,15.7,0.0,0.0,15.7
21946,1982,3,0,4.3,9.7,0.0,0.0,9.7
21946,1982,4,0,15.5,24.3,0.0,0.0,24.3
21946,1982,5,0,20.8,19.0,2.1,3.2,13.7
21946,1982,6,0,22.3,24.4,10.0,9.8,4.6
21946,1982,7,0,9.6,12.1,11.6,0.2,0.3
21946,1982,8,0,19.5,22.7,19.7,2.6,0.4
21946,1982,9,0,1.9,2.5,2.1,0.0,0.4
21946,1982,10,0,13.5,14.4,0.0,0.1,14.3
21946,1982,11,0,14.5,19.5,0.0,0.0,19.5
21946,1982,12,0,6.8,12.0,0.0,0.0,12.0
21946,1983,1,0,11.2,19.3,0.0,0.0,19.3
